"delta","S","v_star"
0.15,137,-6.44463343658218
0.15,138,-6.4446344198126
0.15,139,-6.44463538889437
0.15,140,-6.4446363441307
0.15,141,-6.4446372858162
0.15,142,-6.4446382142372
0.15,143,-6.444639129672
0.15,144,-6.44464003239116
0.15,145,-6.4446409226578
0.15,146,-6.44464180072782
0.15,147,-6.44464266685014
0.15,148,-6.44464352126699
0.15,149,-6.44464436421405
0.15,150,-6.44464519592075
0.15,151,-6.44464601661043
0.15,152,-6.44464682650054
0.15,153,-6.44464762580287
0.15,154,-6.44464841472369
0.15,155,-6.44464919346395
0.15,156,-6.44464996221944
0.15,157,-6.44465072118099
0.15,158,-6.44465147053455
0.15,159,-6.44465221046144
0.15,160,-6.44465294113842
0.15,161,-6.44465366273787
0.15,162,-6.44465437542789
0.15,163,-6.44465507937249
0.15,164,-6.44465577473165
0.15,165,-6.44465646166148
0.15,166,-6.44465714031434
0.15,167,-6.44465781083893
0.15,168,-6.4446584733804
0.15,169,-6.44465912808049
0.15,170,-6.44465977507758
0.15,171,-6.44466041450681
0.15,172,-6.44466104650021
0.15,173,-6.44466167118672
0.15,174,-6.44466228869234
0.15,175,-6.44466289914018
0.15,176,-6.44466350265055
0.15,177,-6.44466409934104
0.15,178,-6.4446646893266
0.15,179,-6.44466527271963
0.15,180,-6.44466584963
0.15,181,-6.44466642016516
0.15,182,-6.44466698443021
0.15,183,-6.44466754252796
0.15,184,-6.44466809455895
0.15,185,-6.44466864062158
0.15,186,-6.44466918081212
0.15,187,-6.44466971522478
0.15,188,-6.44467024395177
0.15,189,-6.44467076708334
0.15,190,-6.44467128470785
0.15,191,-6.4446717969118
0.15,192,-6.4446723037799
0.15,193,-6.44467280539509
0.15,194,-6.44467330183861
0.15,195,-6.44467379319003
0.15,196,-6.4446742795273
0.15,197,-6.44467476092677
0.15,198,-6.44467523746327
0.15,199,-6.44467570921012
0.15,200,-6.44467617623916
0.16,2,-6.00013258553367
0.16,3,-6.00469690663332
0.16,4,-6.00696741628353
0.16,5,-6.00832600671644
0.16,6,-6.00923018858957
0.16,7,-6.00987527694733
0.16,8,-6.01035808155988
0.16,9,-6.01073319337691
0.16,10,-6.01103313143605
0.16,11,-6.01127843524595
0.16,12,-6.01148278632036
0.16,13,-6.011655649952
0.16,14,-6.01180378317132
0.16,15,-6.01193213871261
0.16,16,-6.01204442956648
0.16,17,-6.01214349404247
0.16,18,-6.01223153900804
0.16,19,-6.01231030623384
0.16,20,-6.01238118878507
0.16,21,-6.01244531412629
0.16,22,-6.01250360454056
0.16,23,-6.01255682177318
0.16,24,-6.01260560050517
0.16,25,-6.01265047378666
0.16,26,-6.01269189259639
0.16,27,-6.01273024105152
0.16,28,-6.01276584835579
0.16,29,-6.01279899827391
0.16,30,-6.01282993670987
0.16,31,-6.01285887781744
0.16,32,-6.01288600896428
0.16,33,-6.01291149479295
0.16,34,-6.01293548056478
0.16,35,-6.01295809493024
0.16,36,-6.01297945223729
0.16,37,-6.01299965446519
0.16,38,-6.01301879285286
0.16,39,-6.01303694927653
0.16,40,-6.01305419742067
0.16,41,-6.01307060377749
0.16,42,-6.01308622850355
0.16,43,-6.01310112615686
0.16,44,-6.01311534633328
0.16,45,-6.01312893421823
0.16,46,-6.01314193106619
0.16,47,-6.01315437461914
0.16,48,-6.01316629947257
0.16,49,-6.01317773739668
0.16,50,-6.01318871761902
0.16,51,-6.01319926707388
0.16,52,-6.0132094106229
0.16,53,-6.01321917125062
0.16,54,-6.0132285702384
0.16,55,-6.0132376273193
0.16,56,-6.01324636081638
0.16,57,-6.01325478776637
0.16,58,-6.0132629240307
0.16,59,-6.01327078439505
0.16,60,-6.01327838265906
0.16,61,-6.01328573171717
0.16,62,-6.01329284363167
0.16,63,-6.01329972969872
0.16,64,-6.01330640050827
0.16,65,-6.01331286599837
0.16,66,-6.01331913550456
0.16,67,-6.01332521780491
0.16,68,-6.01333112116093
0.16,69,-6.0133368533551
0.16,70,-6.01334242172504
0.16,71,-6.01334783319487
0.16,72,-6.01335309430392
0.16,73,-6.01335821123312
0.16,74,-6.01336318982919
0.16,75,-6.01336803562695
0.16,76,-6.01337275386983
0.16,77,-6.01337734952879
0.16,78,-6.01338182731984
0.16,79,-6.0133861917201
0.16,80,-6.01339044698281
0.16,81,-6.01339459715111
0.16,82,-6.01339864607086
0.16,83,-6.01340259740253
0.16,84,-6.01340645463226
0.16,85,-6.01341022108208
0.16,86,-6.01341389991947
0.16,87,-6.01341749416625
0.16,88,-6.01342100670686
0.16,89,-6.01342444029605
0.16,90,-6.01342779756614
0.16,91,-6.0134310810337
0.16,92,-6.01343429310586
0.16,93,-6.0134374360862
0.16,94,-6.01344051218024
0.16,95,-6.01344352350065
0.16,96,-6.01344647207201
0.16,97,-6.01344935983542
0.16,98,-6.01345218865275
0.16,99,-6.01345496031059
0.16,100,-6.01345767652407
0.16,101,-6.0134603389404
0.16,102,-6.01346294914214
0.16,103,-6.01346550865042
0.16,104,-6.01346801892783
0.16,105,-6.01347048138123
0.16,106,-6.01347289736439
0.16,107,-6.01347526818047
0.16,108,-6.01347759508433
0.16,109,-6.0134798792848
0.16,110,-6.01348212194672
0.16,111,-6.01348432419297
0.16,112,-6.0134864871063
0.16,113,-6.01348861173114
0.16,114,-6.01349069907525
0.16,115,-6.01349275011135
0.16,116,-6.0134947657786
0.16,117,-6.01349674698406
0.16,118,-6.01349869460401
0.16,119,-6.0135006094853
0.16,120,-6.01350249244652
0.16,121,-6.01350434427923
0.16,122,-6.013506165749
0.16,123,-6.01350795759651
0.16,124,-6.01350972053854
0.16,125,-6.01351145526895
0.16,126,-6.01351316245954
0.16,127,-6.01351484276096
0.16,128,-6.01351649680352
0.16,129,-6.01351812519801
0.16,130,-6.01351972853637
0.16,131,-6.01352130739252
0.16,132,-6.01352286232294
0.16,133,-6.0135243938674
0.16,134,-6.01352590254954
0.16,135,-6.01352738887749
0.16,136,-6.01352885334443
0.16,137,-6.01353029642914
0.16,138,-6.01353171859651
0.16,139,-6.01353312029808
0.16,140,-6.01353450197244
0.16,141,-6.01353586404578
0.16,142,-6.01353720693226
0.16,143,-6.01353853103446
0.16,144,-6.01353983674377
0.16,145,-6.01354112444079
0.16,146,-6.01354239449568
0.16,147,-6.01354364726854
0.16,148,-6.01354488310973
0.16,149,-6.01354610236019
0.16,150,-6.0135473053518
0.16,151,-6.0135484924076
0.16,152,-6.01354966384218
0.16,153,-6.01355081996187
0.16,154,-6.01355196106504
0.16,155,-6.01355308744239
0.16,156,-6.01355419937713
0.16,157,-6.01355529714527
0.16,158,-6.01355638101584
0.16,159,-6.01355745125109
0.16,160,-6.0135585081067
0.16,161,-6.01355955183203
0.16,162,-6.01356058267025
0.16,163,-6.01356160085858
0.16,164,-6.01356260662846
0.16,165,-6.01356360020569
0.16,166,-6.01356458181065
0.16,167,-6.01356555165845
0.16,168,-6.01356650995905
0.16,169,-6.01356745691745
0.16,170,-6.01356839273385
0.16,171,-6.01356931760373
0.16,172,-6.01357023171805
0.16,173,-6.01357113526335
0.16,174,-6.01357202842185
0.16,175,-6.01357291137165
0.16,176,-6.01357378428678
0.16,177,-6.01357464733734
0.16,178,-6.0135755006896
0.16,179,-6.01357634450612
0.16,180,-6.01357717894585
0.16,181,-6.01357800416423
0.16,182,-6.01357882031326
0.16,183,-6.01357962754165
0.16,184,-6.01358042599485
0.16,185,-6.01358121581518
0.16,186,-6.0135819971419
0.16,187,-6.01358277011128
0.16,188,-6.0135835348567
0.16,189,-6.01358429150871
0.16,190,-6.01358504019512
0.16,191,-6.01358578104105
0.16,192,-6.01358651416902
0.16,193,-6.01358723969901
0.16,194,-6.01358795774854
0.16,195,-6.01358866843269
0.16,196,-6.01358937186422
0.16,197,-6.01359006815357
0.16,198,-6.01359075740899
0.16,199,-6.01359143973651
0.16,200,-6.01359211524006
0.17,2,-5.61289455028365
0.17,3,-5.61925512941743
0.17,4,-5.62240872715848
0.17,5,-5.6242930840028
0.17,6,-5.62554642860476
0.17,7,-5.62644025981111
0.17,8,-5.62710986025727
0.17,9,-5.62763020292116
0.17,10,-5.62804618888986
0.17,11,-5.62838635061898
0.17,12,-5.62866968786035
0.17,13,-5.62890934186499
0.17,14,-5.62911469182909
0.17,15,-5.62929261122036
0.17,16,-5.62944825216979
0.17,17,-5.62958555256999
0.17,18,-5.62970757388141
0.17,19,-5.62981673210798
0.17,20,-5.62991495938427
0.17,21,-5.63000381262934
0.17,22,-5.63008444250886
0.17,23,-5.63015805277771
0.17,24,-5.6302255218841
0.17,25,-5.63028758757131
0.17,26,-5.63034487396469
0.17,27,-5.63039791263325
0.17,28,-5.63044715913362
0.17,29,-5.63049300612801
0.17,30,-5.63053579387605
0.17,31,-5.63057581869433
0.17,32,-5.6306133398283
0.17,33,-5.63064858507374
0.17,34,-5.63068175540546
0.17,35,-5.63071302881181
0.17,36,-5.63074256348969
0.17,37,-5.63077050052101
0.17,38,-5.63079696612632
0.17,39,-5.63082207357141
0.17,40,-5.63084592478776
0.17,41,-5.63086861175571
0.17,42,-5.63089021768987
0.17,43,-5.63091081805907
0.17,44,-5.63093048146706
0.17,45,-5.6309492704158
0.17,46,-5.63096724196905
0.17,47,-5.63098444833129
0.17,48,-5.63100093735413
0.17,49,-5.63101675298078
0.17,50,-5.63103193563705
0.17,51,-5.63104652257641
0.17,52,-5.63106054818518
0.17,53,-5.63107404425315
0.17,54,-5.63108704021411
0.17,55,-5.63109956336017
0.17,56,-5.63111163903303
0.17,57,-5.63112329079518
0.17,58,-5.63113454058337
0.17,59,-5.6311454088464
0.17,60,-5.63115591466919
0.17,61,-5.63116607588466
0.17,62,-5.63117590917469
0.17,63,-5.63118543016154
0.17,64,-5.63119465349067
0.17,65,-5.63120359290588
0.17,66,-5.63121226131771
0.17,67,-5.63122067086556
0.17,68,-5.63122883297448
0.17,69,-5.63123675840696
0.17,70,-5.63124445731022
0.17,71,-5.63125193925959
0.17,72,-5.63125921329824
0.17,73,-5.63126628797366
0.17,74,-5.6312731713711
0.17,75,-5.63127987114448
0.17,76,-5.63128639454471
0.17,77,-5.63129274844592
0.17,78,-5.63129893936956
0.17,79,-5.63130497350682
0.17,80,-5.63131085673917
0.17,81,-5.63131659465758
0.17,82,-5.63132219258017
0.17,83,-5.6313276555687
0.17,84,-5.63133298844381
0.17,85,-5.63133819579921
0.17,86,-5.63134328201489
0.17,87,-5.63134825126939
0.17,88,-5.63135310755125
0.17,89,-5.63135785466972
0.17,90,-5.63136249626467
0.17,91,-5.63136703581595
0.17,92,-5.63137147665205
0.17,93,-5.63137582195827
0.17,94,-5.63138007478431
0.17,95,-5.63138423805146
0.17,96,-5.63138831455921
0.17,97,-5.6313923069916
0.17,98,-5.63139621792309
0.17,99,-5.63140004982407
0.17,100,-5.63140380506612
0.17,101,-5.63140748592684
0.17,102,-5.63141109459451
0.17,103,-5.63141463317239
0.17,104,-5.63141810368284
0.17,105,-5.63142150807114
0.17,106,-5.63142484820916
0.17,107,-5.63142812589876
0.17,108,-5.63143134287507
0.17,109,-5.63143450080951
0.17,110,-5.63143760131272
0.17,111,-5.63144064593726
0.17,112,-5.63144363618025
0.17,113,-5.63144657348581
0.17,114,-5.63144945924735
0.17,115,-5.63145229480982
0.17,116,-5.63145508147178
0.17,117,-5.63145782048738
0.17,118,-5.63146051306825
0.17,119,-5.63146316038528
0.17,120,-5.63146576357032
0.17,121,-5.6314683237178
0.17,122,-5.63147084188626
0.17,123,-5.6314733190998
0.17,124,-5.6314757563495
0.17,125,-5.63147815459468
0.17,126,-5.63148051476423
0.17,127,-5.63148283775777
0.17,128,-5.63148512444679
0.17,129,-5.63148737567577
0.17,130,-5.63148959226318
0.17,131,-5.63149177500252
0.17,132,-5.6314939246632
0.17,133,-5.63149604199153
0.17,134,-5.63149812771151
0.17,135,-5.63150018252568
0.17,136,-5.63150220711593
0.17,137,-5.63150420214423
0.17,138,-5.63150616825336
0.17,139,-5.63150810606759
0.17,140,-5.63151001619337
0.17,141,-5.63151189921991
0.17,142,-5.63151375571986
0.17,143,-5.63151558624982
0.17,144,-5.63151739135093
0.17,145,-5.6315191715494
0.17,146,-5.63152092735704
0.17,147,-5.6315226592717
0.17,148,-5.6315243677778
0.17,149,-5.63152605334672
0.17,150,-5.6315277164373
0.17,151,-5.63152935749621
0.17,152,-5.63153097695836
0.17,153,-5.6315325752473
0.17,154,-5.63153415277556
0.17,155,-5.63153570994502
0.17,156,-5.63153724714729
0.17,157,-5.63153876476395
0.17,158,-5.63154026316696
0.17,159,-5.6315417427189
0.17,160,-5.63154320377328
0.17,161,-5.63154464667484
0.17,162,-5.6315460717598
0.17,163,-5.63154747935613
0.17,164,-5.63154886978379
0.17,165,-5.63155024335499
0.17,166,-5.63155160037442
0.17,167,-5.63155294113947
0.17,168,-5.63155426594043
0.17,169,-5.63155557506074
0.17,170,-5.63155686877717
0.17,171,-5.63155814735999
0.17,172,-5.63155941107321
0.17,173,-5.63156066017473
0.17,174,-5.6315618949165
0.17,175,-5.63156311554474
0.17,176,-5.63156432230005
0.17,177,-5.6315655154176
0.17,178,-5.63156669512729
0.17,179,-5.63156786165385
0.17,180,-5.63156901521704
0.17,181,-5.63157015603175
0.17,182,-5.63157128430815
0.17,183,-5.63157240025183
0.17,184,-5.63157350406388
0.17,185,-5.63157459594107
0.17,186,-5.63157567607593
0.17,187,-5.63157674465685
0.17,188,-5.63157780186824
0.17,189,-5.63157884789059
0.17,190,-5.6315798829006
0.17,191,-5.63158090707125
0.17,192,-5.63158192057195
0.17,193,-5.63158292356856
0.17,194,-5.63158391622355
0.17,195,-5.63158489869603
0.17,196,-5.63158587114189
0.17,197,-5.63158683371384
0.17,198,-5.63158778656149
0.17,199,-5.63158872983148
0.17,200,-5.63158966366747
0.18,2,-5.2654672270478
0.18,3,-5.27401039887412
0.18,4,-5.2782383710544
0.18,5,-5.28076132041107
0.18,6,-5.28243591780892
0.18,7,-5.28362959782514
0.18,8,-5.28452351370799
0.18,9,-5.28521798585022
0.18,10,-5.28577306259739
0.18,11,-5.28622688527458
0.18,12,-5.28660484336703
0.18,13,-5.28692449260572
0.18,14,-5.28719835991041
0.18,15,-5.28743562367422
0.18,16,-5.28764316252876
0.18,17,-5.28782623317527
0.18,18,-5.28798892182123
0.18,19,-5.28813445278842
0.18,20,-5.28826540437214
0.18,21,-5.2883838629208
0.18,22,-5.28849153482504
0.18,23,-5.28858982924662
0.18,24,-5.28867992013406
0.18,25,-5.28876279333311
0.18,26,-5.28883928281051
0.18,27,-5.28891009881727
0.18,28,-5.28897585000921
0.18,29,-5.28903706098516
0.18,30,-5.2890941863133
0.18,31,-5.28914762183955
0.18,32,-5.2891977138733
0.18,33,-5.28924476670109
0.18,34,-5.28928904877308
0.18,35,-5.28933079782774
0.18,36,-5.28937022516167
0.18,37,-5.28940751920628
0.18,38,-5.28944284853929
0.18,39,-5.28947636443236
0.18,40,-5.28950820301633
0.18,41,-5.2895384871293
0.18,42,-5.28956732790043
0.18,43,-5.28959482611259
0.18,44,-5.28962107337909
0.18,45,-5.28964615316325
0.18,46,-5.28967014166505
0.18,47,-5.28969310859436
0.18,48,-5.28971511784753
0.18,49,-5.28973622810104
0.18,50,-5.28975649333385
0.18,51,-5.28977596328828
0.18,52,-5.28979468387768
0.18,53,-5.28981269754783
0.18,54,-5.28983004359834
0.18,55,-5.28984675846873
0.18,56,-5.28986287599406
0.18,57,-5.28987842763347
0.18,58,-5.28989344267516
0.18,59,-5.28990794842048
0.18,60,-5.28992197034959
0.18,61,-5.28993553227082
0.18,62,-5.2899486564556
0.18,63,-5.28996136376048
0.18,64,-5.28997367373773
0.18,65,-5.28998560473577
0.18,66,-5.28999717399034
0.18,67,-5.29000838218331
0.18,68,-5.29001925548021
0.18,69,-5.29002981344661
0.18,70,-5.29004006960354
0.18,71,-5.2900500367099
0.18,72,-5.29005972681541
0.18,73,-5.29006915130922
0.18,74,-5.29007832096453
0.18,75,-5.29008724597973
0.18,76,-5.29009593601618
0.18,77,-5.29010440023312
0.18,78,-5.29011264731988
0.18,79,-5.29012068552563
0.18,80,-5.29012852268687
0.18,81,-5.29013616625298
0.18,82,-5.29014362330977
0.18,83,-5.29015090060143
0.18,84,-5.29015800455087
0.18,85,-5.2901649412786
0.18,86,-5.29017171662035
0.18,87,-5.29017833614344
0.18,88,-5.29018480516201
0.18,89,-5.29019112875126
0.18,90,-5.29019731176077
0.18,91,-5.29020335882684
0.18,92,-5.29020927438411
0.18,93,-5.29021506267645
0.18,94,-5.29022072776701
0.18,95,-5.29022627354786
0.18,96,-5.29023170374879
0.18,97,-5.29023702194575
0.18,98,-5.29024223156868
0.18,99,-5.29024733590888
0.18,100,-5.29025233812597
0.18,101,-5.29025724125436
0.18,102,-5.29026204820945
0.18,103,-5.29026676179337
0.18,104,-5.29027138470044
0.18,105,-5.2902759195223
0.18,106,-5.29028036875277
0.18,107,-5.2902847347924
0.18,108,-5.29028901995282
0.18,109,-5.29029322646077
0.18,110,-5.29029735646203
0.18,111,-5.29030141202501
0.18,112,-5.29030539514421
0.18,113,-5.29030930774353
0.18,114,-5.29031315167934
0.18,115,-5.29031692874341
0.18,116,-5.29032064066571
0.18,117,-5.29032428911706
0.18,118,-5.29032787571161
0.18,119,-5.29033140200923
0.18,120,-5.29033486951781
0.18,121,-5.29033827969534
0.18,122,-5.29034163395202
0.18,123,-5.29034493365217
0.18,124,-5.29034818011608
0.18,125,-5.29035137462178
0.18,126,-5.29035451840672
0.18,127,-5.29035761266938
0.18,128,-5.29036065857074
0.18,129,-5.2903636572358
0.18,130,-5.29036660975492
0.18,131,-5.29036951718518
0.18,132,-5.29037238055159
0.18,133,-5.29037520084835
0.18,134,-5.29037797903994
0.18,135,-5.2903807160623
0.18,136,-5.29038341282379
0.18,137,-5.29038607020629
0.18,138,-5.29038868906606
0.18,139,-5.29039127023476
0.18,140,-5.29039381452024
0.18,141,-5.29039632270746
0.18,142,-5.29039879555926
0.18,143,-5.29040123381711
0.18,144,-5.2904036382019
0.18,145,-5.29040600941462
0.18,146,-5.29040834813706
0.18,147,-5.29041065503245
0.18,148,-5.29041293074609
0.18,149,-5.29041517590594
0.18,150,-5.29041739112322
0.18,151,-5.29041957699296
0.18,152,-5.29042173409453
0.18,153,-5.29042386299214
0.18,154,-5.29042596423534
0.18,155,-5.2904280383595
0.18,156,-5.29043008588626
0.18,157,-5.29043210732396
0.18,158,-5.29043410316809
0.18,159,-5.29043607390164
0.18,160,-5.29043801999554
0.18,161,-5.29043994190902
0.18,162,-5.29044184008996
0.18,163,-5.29044371497526
0.18,164,-5.29044556699114
0.18,165,-5.2904473965535
0.18,166,-5.29044920406823
0.18,167,-5.29045098993145
0.18,168,-5.2904527545299
0.18,169,-5.29045449824113
0.18,170,-5.29045622143381
0.18,171,-5.290457924468
0.18,172,-5.29045960769537
0.18,173,-5.29046127145947
0.18,174,-5.29046291609593
0.18,175,-5.29046454193272
0.18,176,-5.29046614929036
0.18,177,-5.29046773848212
0.18,178,-5.29046930981422
0.18,179,-5.29047086358605
0.18,180,-5.29047240009033
0.18,181,-5.29047391961333
0.18,182,-5.29047542243501
0.18,183,-5.29047690882921
0.18,184,-5.29047837906383
0.18,185,-5.29047983340097
0.18,186,-5.29048127209709
0.18,187,-5.29048269540315
0.18,188,-5.29048410356479
0.18,189,-5.29048549682244
0.18,190,-5.29048687541148
0.18,191,-5.29048823956235
0.18,192,-5.29048958950067
0.18,193,-5.29049092544742
0.18,194,-5.290492247619
0.18,195,-5.29049355622736
0.18,196,-5.29049485148016
0.18,197,-5.29049613358081
0.18,198,-5.29049740272862
0.18,199,-5.29049865911889
0.18,200,-5.29049990294302
0.19,2,-4.9513638728968
0.19,3,-4.96250161073391
0.19,4,-4.96799642738064
0.19,5,-4.9712702970324
0.19,6,-4.97344172777143
0.19,7,-4.97498869709318
0.19,8,-4.97614671101614
0.19,9,-4.97704607847455
0.19,10,-4.97776474780303
0.19,11,-4.97835220512568
0.19,12,-4.97884137850832
0.19,13,-4.97925502873004
0.19,14,-4.9796093922709
0.19,15,-4.97991636268837
0.19,16,-4.9801844831716
0.19,17,-4.98042082896235
0.19,18,-4.98063084819816
0.19,19,-4.98081870757272
0.19,20,-4.98098773856403
0.19,21,-4.9811406367213
0.19,22,-4.98127960648984
0.19,23,-4.98140646818176
0.19,24,-4.98152273815379
0.19,25,-4.98162968970797
0.19,26,-4.98172839991386
0.19,27,-4.98181978600854
0.19,28,-4.9819046339841
0.19,29,-4.98198362125121
0.19,30,-4.98205733476327
0.19,31,-4.98212628562746
0.19,32,-4.98219092097245
0.19,33,-4.98225163365536
0.19,34,-4.98230877025344
0.19,35,-4.98236263768401
0.19,36,-4.98241350871971
0.19,37,-4.98246162660824
0.19,38,-4.98250720896185
0.19,39,-4.98255045104772
0.19,40,-4.98259152858429
0.19,41,-4.98263060012783
0.19,42,-4.98266780911778
0.19,43,-4.98270328563636
0.19,44,-4.98273714792798
0.19,45,-4.98276950371589
0.19,46,-4.9828004513469
0.19,47,-4.98283008078984
0.19,48,-4.98285847450905
0.19,49,-4.98288570823091
0.19,50,-4.98291185161821
0.19,51,-4.98293696886513
0.19,52,-4.98296111922357
0.19,53,-4.98298435746976
0.19,54,-4.98300673431902
0.19,55,-4.9830282967953
0.19,56,-4.98304908856093
0.19,57,-4.98306915021182
0.19,58,-4.98308851954198
0.19,59,-4.98310723178114
0.19,60,-4.98312531980861
0.19,61,-4.98314281434609
0.19,62,-4.98315974413178
0.19,63,-4.98317613607795
0.19,64,-4.98319201541362
0.19,65,-4.98320740581421
0.19,66,-4.98322232951928
0.19,67,-4.98323680743974
0.19,68,-4.98325085925564
0.19,69,-4.98326450350542
0.19,70,-4.98327775766749
0.19,71,-4.98329063823491
0.19,72,-4.98330316078392
0.19,73,-4.98331534003672
0.19,74,-4.98332718991923
0.19,75,-4.98333872361421
0.19,76,-4.98334995361017
0.19,77,-4.9833608917465
0.19,78,-4.98337154925507
0.19,79,-4.98338193679875
0.19,80,-4.98339206450692
0.19,81,-4.98340194200852
0.19,82,-4.98341157846249
0.19,83,-4.98342098258614
0.19,84,-4.98343016268145
0.19,85,-4.98343912665951
0.19,86,-4.98344788206327
0.19,87,-4.98345643608868
0.19,88,-4.98346479560444
0.19,89,-4.98347296717039
0.19,90,-4.98348095705467
0.19,91,-4.98348877124977
0.19,92,-4.9834964154875
0.19,93,-4.98350389525301
0.19,94,-4.98351121579796
0.19,95,-4.98351838215275
0.19,96,-4.9835253991381
0.19,97,-4.98353227137584
0.19,98,-4.98353900329905
0.19,99,-4.98354559916165
0.19,100,-4.98355206304728
0.19,101,-4.98355839887783
0.19,102,-4.98356461042128
0.19,103,-4.98357070129924
0.19,104,-4.98357667499396
0.19,105,-4.98358253485497
0.19,106,-4.98358828410535
0.19,107,-4.98359392584766
0.19,108,-4.98359946306947
0.19,109,-4.9836048986487
0.19,110,-4.98361023535855
0.19,111,-4.98361547587226
0.19,112,-4.98362062276755
0.19,113,-4.98362567853086
0.19,114,-4.98363064556136
0.19,115,-4.98363552617471
0.19,116,-4.98364032260673
0.19,117,-4.98364503701674
0.19,118,-4.98364967149085
