"delta","S","v_star"
0.31,129,-2.78028041420464
0.31,130,-2.78030251072812
0.31,131,-2.78032426938634
0.31,132,-2.78034569786964
0.31,133,-2.78036680363672
0.31,134,-2.78038759392329
0.31,135,-2.78040807575039
0.31,136,-2.78042825593221
0.31,137,-2.78044814108373
0.31,138,-2.7804677376279
0.31,139,-2.78048705180259
0.31,140,-2.78050608966717
0.31,141,-2.78052485710889
0.31,142,-2.78054335984892
0.31,143,-2.78056160344816
0.31,144,-2.78057959331287
0.31,145,-2.78059733469992
0.31,146,-2.78061483272199
0.31,147,-2.78063209235245
0.31,148,-2.78064911843005
0.31,149,-2.78066591566349
0.31,150,-2.78068248863573
0.31,151,-2.78069884180818
0.31,152,-2.78071497952467
0.31,153,-2.78073090601533
0.31,154,-2.78074662540028
0.31,155,-2.78076214169316
0.31,156,-2.78077745880458
0.31,157,-2.7807925805454
0.31,158,-2.78080751062984
0.31,159,-2.78082225267861
0.31,160,-2.78083681022177
0.31,161,-2.78085118670157
0.31,162,-2.78086538547515
0.31,163,-2.78087940981718
0.31,164,-2.78089326292237
0.31,165,-2.78090694790787
0.31,166,-2.78092046781564
0.31,167,-2.78093382561468
0.31,168,-2.78094702420323
0.31,169,-2.78096006641085
0.31,170,-2.78097295500044
0.31,171,-2.78098569267019
0.31,172,-2.78099828205547
0.31,173,-2.78101072573067
0.31,174,-2.78102302621089
0.31,175,-2.78103518595372
0.31,176,-2.78104720736079
0.31,177,-2.78105909277943
0.31,178,-2.78107084450414
0.31,179,-2.7810824647781
0.31,180,-2.78109395579459
0.31,181,-2.78110531969834
0.31,182,-2.78111655858694
0.31,183,-2.78112767451203
0.31,184,-2.78113866948064
0.31,185,-2.78114954545632
0.31,186,-2.78116030436039
0.31,187,-2.781170948073
0.31,188,-2.78118147843426
0.31,189,-2.7811918972453
0.31,190,-2.78120220626929
0.31,191,-2.78121240723243
0.31,192,-2.78122250182493
0.31,193,-2.78123249170193
0.31,194,-2.78124237848441
0.31,195,-2.78125216376005
0.31,196,-2.78126184908412
0.31,197,-2.78127143598026
0.31,198,-2.78128092594131
0.31,199,-2.78129032043007
0.31,200,-2.78129962088005
0.32,2,-2.43188600171032
0.32,3,-2.52030766108785
0.32,4,-2.56060012067656
0.32,5,-2.58370067098146
0.32,6,-2.59869445828559
0.32,7,-2.60921121327762
0.32,8,-2.61699382821685
0.32,9,-2.62299050674185
0.32,10,-2.62775224165774
0.32,11,-2.63162472299685
0.32,12,-2.63483295640218
0.32,13,-2.63753937901053
0.32,14,-2.63985314310517
0.32,15,-2.64184703917636
0.32,16,-2.64358787314829
0.32,17,-2.64512130433675
0.32,18,-2.64648230559771
0.32,19,-2.64769840680127
0.32,20,-2.64879157449784
0.32,21,-2.64977954942717
0.32,22,-2.65067439405463
0.32,23,-2.65148998130693
0.32,24,-2.65223699682093
0.32,25,-2.65292373862597
0.32,26,-2.65355721792048
0.32,27,-2.65414339918481
0.32,28,-2.65468738846911
0.32,29,-2.65519358245212
0.32,30,-2.6556657874855
0.32,31,-2.65610731544529
0.32,32,-2.656521061496
0.32,33,-2.65690956762755
0.32,34,-2.65727507491188
0.32,35,-2.6576195667483
0.32,36,-2.65794480485985
0.32,37,-2.65825235941959
0.32,38,-2.6585436343941
0.32,39,-2.65881988896714
0.32,40,-2.65908225573299
0.32,41,-2.65933175621374
0.32,42,-2.65956931414878
0.32,43,-2.65979576692092
0.32,44,-2.66001183441536
0.32,45,-2.66021757933371
0.32,46,-2.66041433746015
0.32,47,-2.66060268499569
0.32,48,-2.66078314991503
0.32,49,-2.66095621690851
0.32,50,-2.66112233172854
0.32,51,-2.66128190502264
0.32,52,-2.66143531572246
0.32,53,-2.6615829140476
0.32,54,-2.66172502417444
0.32,55,-2.66186194661268
0.32,56,-2.66199396032632
0.32,57,-2.6621213246306
0.32,58,-2.66224428089195
0.32,59,-2.66236305405448
0.32,60,-2.66247785401331
0.32,61,-2.6625888768523
0.32,62,-2.66269630596165
0.32,63,-2.66280031304869
0.32,64,-2.66290105905362
0.32,65,-2.66299869498038
0.32,66,-2.66309336265185
0.32,67,-2.66318519539712
0.32,68,-2.66327431867796
0.32,69,-2.66336085066071
0.32,70,-2.66344490273889
0.32,71,-2.66352658001159
0.32,72,-2.6636059817219
0.32,73,-2.66368320165911
0.32,74,-2.6637583285283
0.32,75,-2.66383144629022
0.32,76,-2.66390263447431
0.32,77,-2.66397196846721
0.32,78,-2.66403951977905
0.32,79,-2.66410535628945
0.32,80,-2.66416954247506
0.32,81,-2.66423213962012
0.32,82,-2.66429320601167
0.32,83,-2.66435279712052
0.32,84,-2.66441096576932
0.32,85,-2.66446776228875
0.32,86,-2.66452323466272
0.32,87,-2.66457742866359
0.32,88,-2.66463038797814
0.32,89,-2.66468215432496
0.32,90,-2.66473276756415
0.32,91,-2.66478226579957
0.32,92,-2.66483068547459
0.32,93,-2.6648780614615
0.32,94,-2.66492442714531
0.32,95,-2.66496981450221
0.32,96,-2.66501425417307
0.32,97,-2.66505777553243
0.32,98,-2.6651004067533
0.32,99,-2.66514217486788
0.32,100,-2.66518310582484
0.32,101,-2.66522322454294
0.32,102,-2.66526255496174
0.32,103,-2.66530112008917
0.32,104,-2.6653389420464
0.32,105,-2.66537604211021
0.32,106,-2.66541244075283
0.32,107,-2.66544815767968
0.32,108,-2.66548321186488
0.32,109,-2.6655176215849
0.32,110,-2.66555140445032
0.32,111,-2.66558457743588
0.32,112,-2.66561715690891
0.32,113,-2.66564915865629
0.32,114,-2.66568059790993
0.32,115,-2.66571148937095
0.32,116,-2.66574184723259
0.32,117,-2.66577168520198
0.32,118,-2.66580101652074
0.32,119,-2.66582985398461
0.32,120,-2.66585820996205
0.32,121,-2.66588609641189
0.32,122,-2.66591352490021
0.32,123,-2.66594050661631
0.32,124,-2.66596705238788
0.32,125,-2.66599317269558
0.32,126,-2.66601887768674
0.32,127,-2.66604417718859
0.32,128,-2.66606908072073
0.32,129,-2.66609359750707
0.32,130,-2.66611773648727
0.32,131,-2.66614150632755
0.32,132,-2.66616491543112
0.32,133,-2.66618797194803
0.32,134,-2.66621068378467
0.32,135,-2.66623305861278
0.32,136,-2.66625510387813
0.32,137,-2.66627682680873
0.32,138,-2.66629823442277
0.32,139,-2.66631933353617
0.32,140,-2.6663401307698
0.32,141,-2.66636063255642
0.32,142,-2.66638084514732
0.32,143,-2.66640077461866
0.32,144,-2.66642042687757
0.32,145,-2.66643980766798
0.32,146,-2.66645892257623
0.32,147,-2.66647777703641
0.32,148,-2.66649637633556
0.32,149,-2.66651472561855
0.32,150,-2.66653282989287
0.32,151,-2.66655069403318
0.32,152,-2.66656832278567
0.32,153,-2.66658572077228
0.32,154,-2.66660289249472
0.32,155,-2.66661984233838
0.32,156,-2.66663657457603
0.32,157,-2.66665309337146
0.32,158,-2.66666940278288
0.32,159,-2.66668550676627
0.32,160,-2.6667014091786
0.32,161,-2.66671711378086
0.32,162,-2.66673262424106
0.32,163,-2.6667479441371
0.32,164,-2.66676307695947
0.32,165,-2.66677802611395
0.32,166,-2.66679279492415
0.32,167,-2.66680738663395
0.32,168,-2.66682180440991
0.32,169,-2.66683605134355
0.32,170,-2.66685013045354
0.32,171,-2.66686404468788
0.32,172,-2.66687779692589
0.32,173,-2.66689138998026
0.32,174,-2.66690482659893
0.32,175,-2.66691810946695
0.32,176,-2.66693124120828
0.32,177,-2.6669442243875
0.32,178,-2.66695706151149
0.32,179,-2.66696975503106
0.32,180,-2.66698230734247
0.32,181,-2.66699472078898
0.32,182,-2.66700699766227
0.32,183,-2.66701914020388
0.32,184,-2.66703115060658
0.32,185,-2.66704303101564
0.32,186,-2.66705478353016
0.32,187,-2.6670664102043
0.32,188,-2.66707791304844
0.32,189,-2.66708929403038
0.32,190,-2.66710055507644
0.32,191,-2.66711169807255
0.32,192,-2.66712272486533
0.32,193,-2.66713363726304
0.32,194,-2.66714443703665
0.32,195,-2.66715512592075
0.32,196,-2.6671657056145
0.32,197,-2.66717617778252
0.32,198,-2.66718654405574
0.32,199,-2.66719680603232
0.32,200,-2.66720696527837
0.33,2,-2.30047315275961
0.33,3,-2.39865328415647
0.33,4,-2.44299597522019
0.33,5,-2.46832446777455
0.33,6,-2.48471744193968
0.33,7,-2.49620180181824
0.33,8,-2.50469483755081
0.33,9,-2.51123457619657
0.33,10,-2.51641887623703
0.33,11,-2.52063826811559
0.33,12,-2.52412911134932
0.33,13,-2.52707344770088
0.33,14,-2.52959024133969
0.33,15,-2.53175949666116
0.33,16,-2.5336523629852
0.33,17,-2.53531955127488
0.33,18,-2.53679913995829
0.33,19,-2.53812109906292
0.33,20,-2.53930933892537
0.33,21,-2.54038174194004
0.33,22,-2.54135331046049
0.33,23,-2.54223956348739
0.33,24,-2.54305126426947
0.33,25,-2.54379743887252
0.33,26,-2.54448571301783
0.33,27,-2.54512257348031
0.33,28,-2.54571357304685
0.33,29,-2.54626349275704
0.33,30,-2.54677647146356
0.33,31,-2.5472561101422
0.33,32,-2.54770555651169
0.33,33,-2.54812757416701
0.33,34,-2.54852459943469
0.33,35,-2.54889878842083
0.33,36,-2.54925205617009
0.33,37,-2.54958610943708
0.33,38,-2.54990247425331
0.33,39,-2.5502017925837
0.33,40,-2.55048572809362
0.33,41,-2.55075573701093
0.33,42,-2.55101281937416
0.33,43,-2.55125788171714
0.33,44,-2.55149174774737
0.33,45,-2.55171516759376
0.33,46,-2.55192882584245
0.33,47,-2.55213334854203
0.33,48,-2.5523293093291
0.33,49,-2.5525172348005
0.33,50,-2.55269760923801
0.33,51,-2.55287087877479
0.33,52,-2.55303745507911
0.33,53,-2.55319771861933
0.33,54,-2.55335202156459
0.33,55,-2.55350069036779
0.33,56,-2.55364402807084
0.33,57,-2.55378231636616
0.33,58,-2.55391581744426
0.33,59,-2.55404477565262
0.33,60,-2.55416941898812
0.33,61,-2.55428996044215
0.33,62,-2.55440659921509
0.33,63,-2.55451952181464
0.33,64,-2.55462890305095
0.33,65,-2.55473490693949
0.33,66,-2.55483768752158
0.33,67,-2.55493738961122
0.33,68,-2.55503414947583
0.33,69,-2.55512809545749
0.33,70,-2.55521934854092
0.33,71,-2.55530802287322
0.33,72,-2.55539422624012
0.33,73,-2.55547806050313
0.33,74,-2.55555962200092
0.33,75,-2.55563900191872
0.33,76,-2.55571628662828
0.33,77,-2.55579155800137
0.33,78,-2.55586489369908
0.33,79,-2.55593636743906
0.33,80,-2.5560060492427
0.33,81,-2.55607400566389
0.33,82,-2.55614030000106
0.33,83,-2.55620499249381
0.33,84,-2.55626814050548
0.33,85,-2.55632979869278
0.33,86,-2.55639001916358
0.33,87,-2.55644885162373
0.33,88,-2.55650634351395
0.33,89,-2.55656254013737
0.33,90,-2.55661748477857
0.33,91,-2.55667121881479
0.33,92,-2.55672378181984
0.33,93,-2.55677521166128
0.33,94,-2.5568255445914
0.33,95,-2.55687481533246
0.33,96,-2.55692305715653
0.33,97,-2.55697030196042
0.33,98,-2.55701658033604
0.33,99,-2.55706192163642
0.33,100,-2.55710635403781
0.33,101,-2.55714990459808
0.33,102,-2.55719259931162
0.33,103,-2.55723446316113
0.33,104,-2.55727552016633
0.33,105,-2.55731579342993
0.33,106,-2.55735530518096
0.33,107,-2.55739407681571
0.33,108,-2.55743212893636
0.33,109,-2.55746948138744
0.33,110,-2.5575061532904
0.33,111,-2.5575421630762
0.33,112,-2.55757752851623
0.33,113,-2.55761226675153
0.33,114,-2.55764639432051
0.33,115,-2.55767992718518
0.33,116,-2.55771288075607
0.33,117,-2.55774526991584
0.33,118,-2.55777710904165
0.33,119,-2.5578084120265
0.33,120,-2.55783919229941
0.33,121,-2.5578694628446
0.33,122,-2.55789923621983
0.33,123,-2.55792852457368
0.33,124,-2.55795733966215
0.33,125,-2.55798569286436
0.33,126,-2.55801359519753
0.33,127,-2.55804105733124
0.33,128,-2.55806808960109
0.33,129,-2.55809470202161
0.33,130,-2.55812090429864
0.33,131,-2.55814670584117
0.33,132,-2.55817211577256
0.33,133,-2.55819714294132
0.33,134,-2.55822179593137
0.33,135,-2.55824608307186
0.33,136,-2.55827001244658
0.33,137,-2.55829359190286
0.33,138,-2.55831682906024
0.33,139,-2.55833973131861
0.33,140,-2.55836230586608
0.33,141,-2.55838455968655
0.33,142,-2.55840649956684
0.33,143,-2.55842813210363
0.33,144,-2.55844946371008
0.33,145,-2.55847050062217
0.33,146,-2.55849124890473
0.33,147,-2.55851171445732
0.33,148,-2.55853190301982
0.33,149,-2.55855182017778
0.33,150,-2.55857147136754
0.33,151,-2.55859086188127
0.33,152,-2.55860999687162
0.33,153,-2.55862888135635
0.33,154,-2.55864752022268
0.33,155,-2.55866591823155
0.33,156,-2.55868408002161
0.33,157,-2.55870201011318
0.33,158,-2.55871971291197
0.33,159,-2.55873719271271
0.33,160,-2.55875445370257
0.33,161,-2.55877149996459
0.33,162,-2.55878833548081
0.33,163,-2.55880496413545
0.33,164,-2.55882138971784
0.33,165,-2.55883761592532
0.33,166,-2.55885364636603
0.33,167,-2.55886948456155
0.33,168,-2.55888513394952
0.33,169,-2.55890059788608
0.33,170,-2.55891587964832
0.33,171,-2.55893098243657
0.33,172,-2.5589459093766
0.33,173,-2.55896066352187
0.33,174,-2.55897524785549
0.33,175,-2.55898966529235
0.33,176,-2.55900391868097
0.33,177,-2.55901801080544
0.33,178,-2.55903194438718
0.33,179,-2.55904572208673
0.33,180,-2.55905934650545
0.33,181,-2.55907282018711
0.33,182,-2.55908614561951
0.33,183,-2.55909932523602
0.33,184,-2.55911236141703
0.33,185,-2.5591252564914
0.33,186,-2.55913801273785
0.33,187,-2.55915063238629
0.33,188,-2.55916311761914
0.33,189,-2.55917547057257
0.33,190,-2.55918769333771
0.33,191,-2.55919978796186
0.33,192,-2.55921175644962
0.33,193,-2.55922360076398
0.33,194,-2.55923532282742
0.33,195,-2.55924692452293
0.33,196,-2.55925840769504
0.33,197,-2.55926977415077
0.33,198,-2.5592810256606
0.33,199,-2.55929216395938
0.33,200,-2.55930319074721
0.34,2,-2.17358155716424
0.34,3,-2.28216103443602
0.34,4,-2.33074994985779
0.34,5,-2.35838384480132
0.34,6,-2.3762301251001
0.34,7,-2.38871602700364
0.34,8,-2.39793728807522
0.34,9,-2.40502787472053
0.34,10,-2.41065616524473
0.34,11,-2.41522162680301
0.34,12,-2.41901087793702
0.34,13,-2.42219730712748
0.34,14,-2.42491729674437
0.34,15,-2.42726879890408
0.34,16,-2.42932191341427
0.34,17,-2.43112558748151
0.34,18,-2.43272382405502
0.34,19,-2.43415170796697
0.34,20,-2.43543509032407
0.34,21,-2.43659484472766
0.34,22,-2.43764801000007
0.34,23,-2.43860863197594
0.34,24,-2.43948839291461
0.34,25,-2.44029595896342
0.34,26,-2.44103903857286
0.34,27,-2.44172659073941
0.34,28,-2.4423646144809
0.34,29,-2.44295827480544
0.34,30,-2.44351204276143
0.34,31,-2.44402980818632
0.34,32,-2.4445149711671
0.34,33,-2.44497051675857
0.34,34,-2.44539907642862
0.34,35,-2.44580297890204
0.34,36,-2.44618429247701
0.34,37,-2.44654486043734
0.34,38,-2.44688633083974
0.34,39,-2.44721018169159
0.34,40,-2.44751774233047
0.34,41,-2.44781021165742
0.34,42,-2.44808867375124
0.34,43,-2.44835411129232
0.34,44,-2.44860741714639
0.34,45,-2.44884940439583
0.34,46,-2.44908081505592
0.34,47,-2.44930232767294
0.34,48,-2.44951456396787
0.34,49,-2.44971809466275
0.34,50,-2.44991344460454
0.34,51,-2.45010072643873
0.34,52,-2.45028046691002
0.34,53,-2.45045339443141
0.34,54,-2.4506198891449
0.34,55,-2.45078030342883
0.34,56,-2.450934964387
0.34,57,-2.45108417607471
0.34,58,-2.45122822149365
0.34,59,-2.45136736438306
0.34,60,-2.45150185083115
0.34,61,-2.4516319107274
0.34,62,-2.45175775907379
0.34,63,-2.4518795971707
0.34,64,-2.45199761369122
0.34,65,-2.452111985656
0.34,66,-2.45222287931905
0.34,67,-2.45233045097406
0.34,68,-2.45243484768926
0.34,69,-2.45253620797821
0.34,70,-2.45263466241287
0.34,71,-2.45273033418469
0.34,72,-2.45282333961883
0.34,73,-2.45291378864594
0.34,74,-2.45300178523561
0.34,75,-2.45308742779498
0.34,76,-2.45317080953584
0.34,77,-2.453252018813
0.34,78,-2.45333113943657
0.34,79,-2.45340825096048
0.34,80,-2.45348342894922
0.34,81,-2.45355674522486
0.34,82,-2.45362826809587
0.34,83,-2.45369806256939
0.34,84,-2.4537661905483
0.34,85,-2.4538327110143
0.34,86,-2.45389768019824
0.34,87,-2.45396115173859
0.34,88,-2.45402317682921
0.34,89,-2.45408380435697
0.34,90,-2.45414308103031
0.34,91,-2.45420105149918
0.34,92,-2.45425775846729
0.34,93,-2.45431324279691
0.34,94,-2.45436754360714
0.34,95,-2.45442069836586
0.34,96,-2.45447274297592
0.34,97,-2.45452371185604
0.34,98,-2.4545736380167
0.34,99,-2.45462255313143
0.34,100,-2.4546704876038
0.34,101,-2.45471747063049
0.34,102,-2.45476353026052
0.34,103,-2.45480869345113
0.34,104,-2.45485298612038
0.34,105,-2.45489643319674
0.34,106,-2.4549390586659
0.34,107,-2.45498088561486
0.34,108,-2.45502193627371
0.34,109,-2.45506223205495
0.34,110,-2.45510179359077
0.34,111,-2.45514064076829
0.34,112,-2.45517879276283
0.34,113,-2.45521626806954
0.34,114,-2.45525308453327
0.34,115,-2.45528925937686
0.34,116,-2.45532480922809
0.34,117,-2.45535975014508
0.34,118,-2.45539409764052
0.34,119,-2.45542786670463
0.34,120,-2.45546107182695
0.34,121,-2.45549372701711
0.34,122,-2.45552584582449
0.34,123,-2.455557441357
0.34,124,-2.4555885262989
0.34,125,-2.45561911292777
0.34,126,-2.45564921313071
0.34,127,-2.45567883841971
0.34,128,-2.45570799994634
0.34,129,-2.45573670851575
0.34,130,-2.45576497460001
0.34,131,-2.45579280835086
0.34,132,-2.45582021961184
0.34,133,-2.45584721792994
0.34,134,-2.45587381256664
0.34,135,-2.45590001250852
0.34,136,-2.45592582647739
0.34,137,-2.45595126293997
0.34,138,-2.45597633011714
0.34,139,-2.4560010359928
0.34,140,-2.45602538832236
0.34,141,-2.45604939464083
0.34,142,-2.45607306227062
0.34,143,-2.45609639832897
0.34,144,-2.45611940973511
0.34,145,-2.45614210321706
0.34,146,-2.45616448531822
0.34,147,-2.45618656240363
0.34,148,-2.45620834066606
0.34,149,-2.45622982613173
0.34,150,-2.45625102466593
0.34,151,-2.45627194197833
0.34,152,-2.45629258362808
0.34,153,-2.45631295502881
0.34,154,-2.45633306145328
0.34,155,-2.456352908038
0.34,156,-2.45637249978755
0.34,157,-2.45639184157882
0.34,158,-2.45641093816506
0.34,159,-2.45642979417973
0.34,160,-2.45644841414031
0.34,161,-2.45646680245188
0.34,162,-2.45648496341056
0.34,163,-2.45650290120691
0.34,164,-2.45652061992915
0.34,165,-2.45653812356622
0.34,166,-2.45655541601081
0.34,167,-2.45657250106224
0.34,168,-2.45658938242925
0.34,169,-2.45660606373266
0.34,170,-2.45662254850799
0.34,171,-2.45663884020792
0.34,172,-2.45665494220475
0.34,173,-2.45667085779269
0.34,174,-2.4566865901901
0.34,175,-2.4567021425417
0.34,176,-2.45671751792064
0.34,177,-2.4567327193305
0.34,178,-2.45674774970732
0.34,179,-2.4567626119214
0.34,180,-2.45677730877918
0.34,181,-2.45679184302502
0.34,182,-2.45680621734285
0.34,183,-2.4568204343579
0.34,184,-2.45683449663821
0.34,185,-2.45684840669626
0.34,186,-2.45686216699041
0.34,187,-2.45687577992636
0.34,188,-2.4568892478586
0.34,189,-2.45690257309167
0.34,190,-2.45691575788157
0.34,191,-2.45692880443698
0.34,192,-2.45694171492053
0.34,193,-2.45695449144994
0.34,194,-2.45696713609923
0.34,195,-2.45697965089982
0.34,196,-2.45699203784164
0.34,197,-2.45700429887413
0.34,198,-2.45701643590733
0.34,199,-2.45702845081282
0.34,200,-2.45704034542473
0.35,2,-2.0507535887924
0.35,3,-2.1703750552408
0.35,4,-2.2233845778777
0.35,5,-2.25341382518453
0.35,6,-2.27276325455152
0.35,7,-2.28627412179192
0.35,8,-2.29624585453478
0.35,9,-2.30390843257898
0.35,10,-2.3099863986062
0.35,11,-2.31491236954764
0.35,12,-2.31900005489041
0.35,13,-2.32243626610479
0.35,14,-2.32536918957917
0.35,15,-2.32790448163974
0.35,16,-2.33011735098178
0.35,17,-2.33205847283255
0.35,18,-2.33378092135383
0.35,19,-2.33531966492568
0.35,20,-2.33670259568575
0.35,21,-2.33795223280378
0.35,22,-2.33908695648951
0.35,23,-2.34012143477095
0.35,24,-2.34106549668038
0.35,25,-2.34193328180785
0.35,26,-2.34273367383481
0.35,27,-2.3434742286947
0.35,28,-2.34416141365551
0.35,29,-2.34480079654459
0.35,30,-2.34539719683672
0.35,31,-2.34595480728025
0.35,32,-2.34647729255191
0.35,33,-2.34696786984712
0.35,34,-2.34742937515002
0.35,35,-2.34786431806632
0.35,36,-2.34827492745717
0.35,37,-2.34866318962551
0.35,38,-2.34903088043509
0.35,39,-2.34937959245785
0.35,40,-2.34971075802482
0.35,41,-2.35002557086729
0.35,42,-2.35032425143945
0.35,43,-2.3506089597601
0.35,44,-2.35088065378873
0.35,45,-2.35114020587455
0.35,46,-2.35138841211042
0.35,47,-2.35162600048659
0.35,48,-2.35185363802024
0.35,49,-2.35207193700774
0.35,50,-2.35228146052309
0.35,51,-2.35248272726645
0.35,52,-2.35267621585067
0.35,53,-2.35286236860034
0.35,54,-2.35304159492692
0.35,55,-2.35321427433394
0.35,56,-2.35338075909898
0.35,57,-2.35354137667205
0.35,58,-2.35369643182486
0.35,59,-2.35384620858067
0.35,60,-2.35399097195027
0.35,61,-2.35413096949668
0.35,62,-2.35426643274771
0.35,63,-2.35439757847353
0.35,64,-2.35452460984405
0.35,65,-2.35464771747898
0.35,66,-2.35476708040213
0.35,67,-2.35488286690997
0.35,68,-2.35499523536322
0.35,69,-2.3551043349094
0.35,70,-2.35521030614321
0.35,71,-2.35531328171093
0.35,72,-2.35541338686427
0.35,73,-2.35551073996856
0.35,74,-2.35560545296961
0.35,75,-2.35569763182302
0.35,76,-2.35578737688962
0.35,77,-2.35587478329989
0.35,78,-2.3559599412903
0.35,79,-2.35604293651403
0.35,80,-2.35612385032831
0.35,81,-2.35620276006041
0.35,82,-2.3562797392541
0.35,83,-2.35635485789826
0.35,84,-2.35642818263911
0.35,85,-2.35649977697737
0.35,86,-2.35656970145173
0.35,87,-2.35663801380948
0.35,88,-2.35670476916565
0.35,89,-2.35677002015124
0.35,90,-2.35683381705161
0.35,91,-2.35689620793572
0.35,92,-2.35695723877693
0.35,93,-2.35701695356593
0.35,94,-2.35707539441651
0.35,95,-2.35713260166458
0.35,96,-2.35718861396103
0.35,97,-2.35724346835877
0.35,98,-2.35729720039453
0.35,99,-2.35734984416555
0.35,100,-2.35740143240181
0.35,101,-2.35745199653382
0.35,102,-2.35750156675651
0.35,103,-2.35755017208934
0.35,104,-2.35759784043296
0.35,105,-2.3576445986226
0.35,106,-2.35769047247844
0.35,107,-2.35773548685319
0.35,108,-2.35777966567693
0.35,109,-2.35782303199956
0.35,110,-2.35786560803091
0.35,111,-2.35790741517862
0.35,112,-2.35794847408409
0.35,113,-2.35798880465642
0.35,114,-2.35802842610459
0.35,115,-2.35806735696803
0.35,116,-2.35810561514545
0.35,117,-2.35814321792235
0.35,118,-2.35818018199705
0.35,119,-2.35821652350536
0.35,120,-2.35825225804415
0.35,121,-2.35828740069357
0.35,122,-2.35832196603838
0.35,123,-2.35835596818802
0.35,124,-2.3583894207959
0.35,125,-2.35842233707762
0.35,126,-2.35845472982842
0.35,127,-2.35848661143972
0.35,128,-2.35851799391498
0.35,129,-2.35854888888471
0.35,130,-2.35857930762087
0.35,131,-2.35860926105059
0.35,132,-2.35863875976923
0.35,133,-2.35866781405289
0.35,134,-2.35869643387035
0.35,135,-2.35872462889449
0.35,136,-2.35875240851313
0.35,137,-2.3587797818395
0.35,138,-2.35880675772223
0.35,139,-2.3588333447548
0.35,140,-2.35885955128476
0.35,141,-2.3588853854224
0.35,142,-2.35891085504919
0.35,143,-2.35893596782569
0.35,144,-2.35896073119934
0.35,145,-2.35898515241177
0.35,146,-2.35900923850585
0.35,147,-2.35903299633249
0.35,148,-2.35905643255712
0.35,149,-2.35907955366595
0.35,150,-2.3591023659719
0.35,151,-2.35912487562041
0.35,152,-2.35914708859491
0.35,153,-2.35916901072216
0.35,154,-2.35919064767732
0.35,155,-2.35921200498885
0.35,156,-2.35923308804324
0.35,157,-2.3592539020895
0.35,158,-2.35927445224357
0.35,159,-2.35929474349247
0.35,160,-2.35931478069835
0.35,161,-2.35933456860236
0.35,162,-2.35935411182842
0.35,163,-2.35937341488679
0.35,164,-2.35939248217757
0.35,165,-2.35941131799402
0.35,166,-2.35942992652578
0.35,167,-2.359448311862
0.35,168,-2.35946647799432
0.35,169,-2.35948442881977
0.35,170,-2.35950216814354
0.35,171,-2.35951969968167
0.35,172,-2.35953702706367
0.35,173,-2.35955415383501
0.35,174,-2.35957108345951
0.35,175,-2.35958781932173
0.35,176,-2.3596043647292
0.35,177,-2.35962072291457
0.35,178,-2.35963689703777
0.35,179,-2.359652890188
0.35,180,-2.35966870538572
0.35,181,-2.35968434558455
0.35,182,-2.35969981367311
0.35,183,-2.35971511247678
0.35,184,-2.35973024475943
0.35,185,-2.35974521322512
0.35,186,-2.35976002051965
0.35,187,-2.35977466923216
0.35,188,-2.35978916189661
0.35,189,-2.3598035009933
0.35,190,-2.3598176889502
0.35,191,-2.35983172814439
0.35,192,-2.35984562090336
0.35,193,-2.3598593695063
0.35,194,-2.35987297618532
0.35,195,-2.35988644312672
0.35,196,-2.35989977247211
0.35,197,-2.35991296631954
0.35,198,-2.35992602672466
0.35,199,-2.35993895570171
0.35,200,-2.35995175522462
0.36,2,-1.93153930836817
0.36,3,-2.06287146889916
0.36,4,-2.12050680094951
0.36,5,-2.15300695289949
0.36,6,-2.17390019112955
0.36,7,-2.18847115188453
0.36,8,-2.19921244114474
0.36,9,-2.20745613014623
0.36,10,-2.21398647477404
0.36,11,-2.21929171523719
0.36,12,-2.22367694050305
0.36,13,-2.22737129537855
0.36,14,-2.23052566004243
0.36,15,-2.23324230931059
0.36,16,-2.23561383798201
0.36,17,-2.23770205100166
0.36,18,-2.23955483347785
0.36,19,-2.24120482993311
0.36,20,-2.2426860143702
0.36,21,-2.24402438336044
0.36,22,-2.24523963604187
0.36,23,-2.24634800886745
0.36,24,-2.24736300422545
0.36,25,-2.24829594255011
0.36,26,-2.24915638586297
0.36,27,-2.24995246636311
0.36,28,-2.25068836206389
0.36,29,-2.25137287464464
0.36,30,-2.252011358345
0.36,31,-2.25260830413935
0.36,32,-2.25316763724938
0.36,33,-2.25369280350113
0.36,34,-2.25418684033452
0.36,35,-2.25465243555577
0.36,36,-2.25509197623166
0.36,37,-2.25550758960285
0.36,38,-2.25590117749558
0.36,39,-2.25627444540598
0.36,40,-2.25662892719496
0.36,41,-2.2569660061474
0.36,42,-2.2572869330052
0.36,43,-2.25759284146958
0.36,44,-2.25788476157749
0.36,45,-2.25816363128461
0.36,46,-2.25843030652932
0.36,47,-2.25868557000511
0.36,48,-2.25893013883062
0.36,49,-2.2591646712758
0.36,50,-2.25938977267675
0.36,51,-2.25960600065134
0.36,52,-2.25981386971007
0.36,53,-2.26001380136812
0.36,54,-2.26020559414827
0.36,55,-2.26039037987334
0.36,56,-2.26056853563544
0.36,57,-2.26074041194659
0.36,58,-2.26090633504002
0.36,59,-2.26106660893637
0.36,60,-2.26122151730257
0.36,61,-2.26137132512699
0.36,62,-2.2615162802319
0.36,63,-2.26165661464133
0.36,64,-2.26179254582012
0.36,65,-2.26192427779825
0.36,66,-2.26205200219246
