delta,S,regime,n_zero_crossings,v_star
0.34,100,screening,1,-2.4546368410400103
0.34,102,screening,1,-2.4547292250523314
0.34,104,screening,1,-2.4548180480899324
0.34,106,screening,1,-2.4549035121465352
0.34,108,screening,1,-2.454985804222233
0.34,110,screening,1,-2.4550650976893182
0.34,112,screening,1,-2.455141553511485
0.34,114,screening,1,-2.45521532133444
0.34,116,screening,1,-2.4552865404634754
0.34,118,screening,1,-2.4553553407414417
0.34,120,screening,1,-2.455421843338754
0.34,122,screening,1,-2.4554861614655583
0.34,124,screening,1,-2.4555484010148505
0.34,126,screening,1,-2.4556086611442343
0.34,128,screening,1,-2.4556670348030485
0.34,130,screening,1,-2.455723609210753
0.34,132,screening,1,-2.4557784662917452
0.34,134,screening,1,-2.4558316830711804
0.34,136,screening,1,-2.4558833320358056
0.34,138,screening,1,-2.4559334814633615
0.34,140,screening,1,-2.455982195723715
0.34,142,screening,1,-2.4560295355544937
0.34,144,screening,1,-2.4560755583137195
0.34,146,screening,1,-2.456120318211647
0.34,148,screening,1,-2.4561638665237715
0.34,150,screening,1,-2.456206251786777
0.34,152,screening,1,-2.4562475199789855
0.34,154,screening,1,-2.4562877146867277
0.34,156,screening,1,-2.456326877257898
0.34,158,screening,1,-2.456365046943831
0.34,160,screening,1,-2.4564022610305183
0.34,162,screening,1,-2.4564385549600987
0.34,164,screening,1,-2.456473962443438
0.34,166,screening,1,-2.4565085155645696
0.34,168,screening,1,-2.456542244877656
0.34,170,screening,1,-2.456575179497103
0.34,172,screening,1,-2.4566073471813743
0.34,174,screening,1,-2.4566387744110214
0.34,176,screening,1,-2.456669486461387
0.34,178,screening,1,-2.4566995074703972
0.34,180,screening,1,-2.4567288605018303
0.34,182,screening,1,-2.4567575676044107
0.34,184,screening,1,-2.456785649867043
0.34,186,screening,1,-2.456813127470474
0.34,188,screening,1,-2.4568400197356635
0.34,190,screening,1,-2.4568663451690846
0.34,192,screening,1,-2.456892121505198
0.34,194,screening,1,-2.4569173657462904
0.34,196,screening,1,-2.4569420941998765
0.34,198,screening,1,-2.4569663225138236
0.34,200,screening,1,-2.456990065709379
0.35000000000000003,2,screening,1,-2.050741865518036
0.35000000000000003,4,screening,1,-2.223217755157749
0.35000000000000003,6,screening,1,-2.2726167200999563
0.35000000000000003,8,screening,1,-2.2962113163116435
0.35000000000000003,10,screening,1,-2.3098993835021355
0.35000000000000003,12,screening,1,-2.3188769185767772
0.35000000000000003,14,screening,1,-2.3252442045244828
0.35000000000000003,16,screening,1,-2.3299946561785974
0.35000000000000003,18,screening,1,-2.3336745110577124
0.35000000000000003,20,screening,1,-2.336608925118686
0.35000000000000003,22,screening,1,-2.339003518455268
0.35000000000000003,24,screening,1,-2.3409946712811984
0.35000000000000003,26,screening,1,-2.3426764003268445
0.35000000000000003,28,screening,1,-2.3441156200531452
0.35000000000000003,30,screening,1,-2.3453612508049204
0.35000000000000003,32,screening,1,-2.3464498856048595
0.35000000000000003,34,screening,1,-2.347409442531081
0.35000000000000003,36,screening,1,-2.348261591298109
0.35000000000000003,38,screening,1,-2.3490234085384127
0.35000000000000003,40,screening,1,-2.3497085333934535
0.35000000000000003,42,screening,1,-2.3503217827809055
0.35000000000000003,44,screening,1,-2.350873961787392
0.35000000000000003,46,screening,1,-2.3513778801082172
0.35000000000000003,48,screening,1,-2.3518395995195744
0.35000000000000003,50,screening,1,-2.352264207455403
0.35000000000000003,52,screening,1,-2.3526560052006746
0.35000000000000003,54,screening,1,-2.3530186540894693
0.35000000000000003,56,screening,1,-2.3533552902484898
0.35000000000000003,58,screening,1,-2.3536686155077886
0.35000000000000003,60,screening,1,-2.3539609700605384
0.35000000000000003,62,screening,1,-2.3542343910079646
0.35000000000000003,64,screening,1,-2.3544906598879782
0.35000000000000003,66,screening,1,-2.3547313415323097
0.35000000000000003,68,screening,1,-2.3549578160433953
0.35000000000000003,70,screening,1,-2.355171305271556
0.35000000000000003,72,screening,1,-2.3553728948652157
0.35000000000000003,74,screening,1,-2.3555635527342975
0.35000000000000003,76,screening,1,-2.3557441445894964
0.35000000000000003,78,screening,1,-2.3559154470838237
0.35000000000000003,80,screening,1,-2.3560781589772266
0.35000000000000003,82,screening,1,-2.356232910662745
0.35000000000000003,84,screening,1,-2.356380272328038
0.35000000000000003,86,screening,1,-2.3565207609750267
0.35000000000000003,88,screening,1,-2.356654846479777
0.35000000000000003,90,screening,1,-2.35678295684232
0.35000000000000003,92,screening,1,-2.356905482749977
0.35000000000000003,94,screening,1,-2.3570227815566938
0.35000000000000003,96,screening,1,-2.357135180763747
0.35000000000000003,98,screening,1,-2.357242981073227
0.35000000000000003,100,screening,1,-2.3573464590742503
0.35000000000000003,102,screening,1,-2.357445869612422
0.35000000000000003,104,screening,1,-2.3575414478852816
0.35000000000000003,106,screening,1,-2.357633411300011
0.35000000000000003,108,screening,1,-2.3577219611242763
0.35000000000000003,110,screening,1,-2.3578072839565984
0.35000000000000003,112,screening,1,-2.357889553038854
0.35000000000000003,114,screening,1,-2.357968929430333
0.35000000000000003,116,screening,1,-2.3580455630600947
0.35000000000000003,118,screening,1,-2.358119593672098
0.35000000000000003,120,screening,1,-2.358191151675626
0.35000000000000003,122,screening,1,-2.3582603589119038
0.35000000000000003,124,screening,1,-2.3583273293463898
0.35000000000000003,126,screening,1,-2.358392169695007
0.35000000000000003,128,screening,1,-2.358454979991562
0.35000000000000003,130,screening,1,-2.358515854102684
0.35000000000000003,132,screening,1,-2.3585748801958757
0.35000000000000003,134,screening,1,-2.3586321411655757
0.35000000000000003,136,screening,1,-2.358687715021552
0.35000000000000003,138,screening,1,-2.3587416752434756
0.35000000000000003,140,screening,1,-2.3587940911050462
0.35000000000000003,142,screening,1,-2.3588450279706805
0.35000000000000003,144,screening,1,-2.3588945475674366
0.35000000000000003,146,screening,1,-2.3589427082345544
0.35000000000000003,148,screening,1,-2.3589895651527284
0.35000000000000003,150,screening,1,-2.359035170555011
0.35000000000000003,152,screening,1,-2.3590795739210377
0.35000000000000003,154,screening,1,-2.3591228221560963
0.35000000000000003,156,screening,1,-2.3591649597564035
0.35000000000000003,158,screening,1,-2.3592060289618013
0.35000000000000003,160,screening,1,-2.3592460698969955
0.35000000000000003,162,screening,1,-2.3592851207023076
0.35000000000000003,164,screening,1,-2.3593232176548495
0.35000000000000003,166,screening,1,-2.359360395280927
0.35000000000000003,168,screening,1,-2.3593966864604026
0.35000000000000003,170,screening,1,-2.3594321225236774
0.35000000000000003,172,screening,1,-2.359466733341905
0.35000000000000003,174,screening,1,-2.3595005474109665
0.35000000000000003,176,screening,1,-2.35953359192972
0.35000000000000003,178,screening,1,-2.359565892872963
0.35000000000000003,180,screening,1,-2.3595974750595268
0.35000000000000003,182,screening,1,-2.3596283622158727
0.35000000000000003,184,screening,1,-2.359658577035537
0.35000000000000003,186,screening,1,-2.3596881412347384
0.35000000000000003,188,screening,1,-2.3597170756044235
0.35000000000000003,190,screening,1,-2.3597454000590328
0.35000000000000003,192,screening,1,-2.359773133682203
0.35000000000000003,194,screening,1,-2.35980029476965
0.35000000000000003,196,screening,1,-2.3598269008694115
0.35000000000000003,198,screening,1,-2.3598529688196597
0.35000000000000003,200,screening,1,-2.359878514784235
0.36000000000000004,2,screening,1,-1.9312992693062496
0.36000000000000004,4,screening,1,-2.12033234288058
0.36000000000000004,6,screening,1,-2.1737473972558075
0.36000000000000004,8,screening,1,-2.1992049006601206
0.36000000000000004,10,screening,1,-2.21387792153206
0.36000000000000004,12,screening,1,-2.2235447624415836
0.36000000000000004,14,screening,1,-2.2303983409077803
0.36000000000000004,16,screening,1,-2.235510094033002
0.36000000000000004,18,screening,1,-2.239468892636074
0.36000000000000004,20,screening,1,-2.242625137698622
0.36000000000000004,22,screening,1,-2.2452003428898464
0.36000000000000004,24,screening,1,-2.247341390238823
0.36000000000000004,26,screening,1,-2.2491495126069814
0.36000000000000004,28,screening,1,-2.2506828355601023
0.36000000000000004,30,screening,1,-2.251995279337679
0.36000000000000004,32,screening,1,-2.253142410306377
0.36000000000000004,34,screening,1,-2.254153608039823
0.36000000000000004,36,screening,1,-2.255051680350578
0.36000000000000004,38,screening,1,-2.255854603313246
0.36000000000000004,40,screening,1,-2.2565767362832627
0.36000000000000004,42,screening,1,-2.2572296878561273
0.36000000000000004,44,screening,1,-2.257822944407204
0.36000000000000004,46,screening,1,-2.258364333830894
0.36000000000000004,48,screening,1,-2.2588603727773133
0.36000000000000004,50,screening,1,-2.259316530158702
0.36000000000000004,52,screening,1,-2.2597374295694834
0.36000000000000004,54,screening,1,-2.2601270065259347
0.36000000000000004,56,screening,1,-2.26048863186803
0.36000000000000004,58,screening,1,-2.2608252095244734
0.36000000000000004,60,screening,1,-2.261139254646484
0.36000000000000004,62,screening,1,-2.261432956560192
0.36000000000000004,64,screening,1,-2.2617082298709557
0.36000000000000004,66,screening,1,-2.2619667562419297
0.36000000000000004,68,screening,1,-2.262210018773664
0.36000000000000004,70,screening,1,-2.262439330469613
0.36000000000000004,72,screening,1,-2.2626558579413536
0.36000000000000004,74,screening,1,-2.262860641257057
0.36000000000000004,76,screening,1,-2.2630546106459177
0.36000000000000004,78,screening,1,-2.263238600624617
0.36000000000000004,80,screening,1,-2.26341336199833
0.36000000000000004,82,screening,1,-2.263579572100234
0.36000000000000004,84,screening,1,-2.26373784356395
0.36000000000000004,86,screening,1,-2.263888731868434
0.36000000000000004,88,screening,1,-2.2640327418511283
0.36000000000000004,90,screening,1,-2.2641703333503234
0.36000000000000004,92,screening,1,-2.2643019261095816
0.36000000000000004,94,screening,1,-2.264427904054421
0.36000000000000004,96,screening,1,-2.2645486190330377
0.36000000000000004,98,screening,1,-2.2646643940978213
0.36000000000000004,100,screening,1,-2.264775526392117
0.36000000000000004,102,screening,1,-2.2648822896965406
0.36000000000000004,104,screening,1,-2.2649849366807864
0.36000000000000004,106,screening,1,-2.265083700899918
0.36000000000000004,108,screening,1,-2.2651787985683396
0.36000000000000004,110,screening,1,-2.2652704301398052
0.36000000000000004,112,screening,1,-2.2653587817177603
0.36000000000000004,114,screening,1,-2.265444026316909
0.36000000000000004,116,screening,1,-2.2655263249939925
0.36000000000000004,118,screening,1,-2.265605827863325
0.36000000000000004,120,screening,1,-2.2656826750105705
0.36000000000000004,122,screening,1,-2.265756997316456
0.36000000000000004,124,screening,1,-2.265828917200605
0.36000000000000004,126,screening,1,-2.265898549294394
0.36000000000000004,128,screening,1,-2.2659660010506038
0.36000000000000004,130,screening,1,-2.266031373296685
0.36000000000000004,132,screening,1,-2.266094760737637
0.36000000000000004,134,screening,1,-2.2661562524137633
0.36000000000000004,136,screening,1,-2.2662159321179627
0.36000000000000004,138,screening,1,-2.266273878776672
0.36000000000000004,140,screening,1,-2.266330166798095
0.36000000000000004,142,screening,1,-2.266384866390951
0.36000000000000004,144,screening,1,-2.2664380438566205
0.36000000000000004,146,screening,1,-2.266489761857228
0.36000000000000004,148,screening,1,-2.2665400796619597
0.36000000000000004,150,screening,1,-2.266589053373641
0.36000000000000004,152,screening,1,-2.266636736137393
0.36000000000000004,154,screening,1,-2.266683178333005
0.36000000000000004,156,screening,1,-2.266728427752492
0.36000000000000004,158,screening,1,-2.2667725297641343
0.36000000000000004,160,screening,1,-2.2668155274642015
0.36000000000000004,162,screening,1,-2.26685746181742
0.36000000000000004,164,screening,1,-2.2668983717871454
0.36000000000000004,166,screening,1,-2.266938294456108
0.36000000000000004,168,screening,1,-2.2669772651385287
0.36000000000000004,170,screening,1,-2.267015317484297
0.36000000000000004,172,screening,1,-2.267052483575882
0.36000000000000004,174,screening,1,-2.267088794018545
0.36000000000000004,176,screening,1,-2.267124278024387
0.36000000000000004,178,screening,1,-2.267158963490735
0.36000000000000004,180,screening,1,-2.267192877073283
0.36000000000000004,182,screening,1,-2.2672260442544077
0.36000000000000004,184,screening,1,-2.267258489407029
0.36000000000000004,186,screening,1,-2.267290235854333
0.36000000000000004,188,screening,1,-2.2673213059256896
0.36000000000000004,190,screening,1,-2.267351721009024
0.36000000000000004,192,screening,1,-2.2673815015999192
0.36000000000000004,194,screening,1,-2.2674106673476686
0.36000000000000004,196,screening,1,-2.2674392370985146
0.36000000000000004,198,screening,1,-2.2674672289362547
0.36000000000000004,200,screening,1,-2.267494660220416
0.37,2,screening,1,-1.8153362138099562
0.37,4,screening,1,-2.0215518712903093
0.37,6,screening,1,-2.07911949322649
0.37,8,screening,1,-2.1063892548272163
0.37,10,screening,1,-2.1221554566464786
0.37,12,screening,1,-2.1325493001312292
0.37,14,screening,1,-2.139914860494913
0.37,16,screening,1,-2.1454064746091985
0.37,18,screening,1,-2.1496582193168887
0.37,20,screening,1,-2.1529826792783555
0.37,22,screening,1,-2.15568972898381
0.37,24,screening,1,-2.157940777490515
0.37,26,screening,1,-2.1598420676458776
0.37,28,screening,1,-2.161469222797721
0.37,30,screening,1,-2.1628775343725577
0.37,32,screening,1,-2.1641083634988374
0.37,34,screening,1,-2.165193267526021
0.37,36,screening,1,-2.1661567419006484
0.37,38,screening,1,-2.167018090683371
0.37,40,screening,1,-2.16779273249271
0.37,42,screening,1,-2.168493131140693
0.37,44,screening,1,-2.1691294710326936
0.37,46,screening,1,-2.1697101554232683
0.37,48,screening,1,-2.1702421794589672
0.37,50,screening,1,-2.1707314132407776
0.37,52,screening,1,-2.1711828192472646
0.37,54,screening,1,-2.1716006212145973
0.37,56,screening,1,-2.171988436663521
0.37,58,screening,1,-2.1723493818862116
0.37,60,screening,1,-2.1726861558460913
0.37,62,screening,1,-2.1730011077716567
0.37,64,screening,1,-2.1732962920254324
0.37,66,screening,1,-2.1735735129576956
0.37,68,screening,1,-2.1738343618146834
0.37,70,screening,1,-2.1740802472962257
0.37,72,screening,1,-2.174312421002028
0.37,74,screening,1,-2.174531998737002
0.37,76,screening,1,-2.1747399784410355
0.37,78,screening,1,-2.1749372553510824
0.37,80,screening,1,-2.1751246348814925
0.37,82,screening,1,-2.1753028436133803
0.37,84,screening,1,-2.175472538709172
0.37,86,screening,1,-2.1756343160094738
0.37,88,screening,1,-2.1757887170225145
0.37,90,screening,1,-2.175936234978931
0.37,92,screening,1,-2.176077320094526
0.37,94,screening,1,-2.176212384159302
0.37,96,screening,1,-2.1763418045512757
0.37,98,screening,1,-2.1764659277574774
0.37,100,screening,1,-2.1765850724713123
0.37,102,screening,1,-2.1766995323245726
0.37,104,screening,1,-2.176809578303415
0.37,106,screening,1,-2.1769154608901413
0.37,108,screening,1,-2.1770174119664225
0.37,110,screening,1,-2.1771156465083856
0.37,112,screening,1,-2.1772103640996625
0.37,114,screening,1,-2.1773017502847853
0.37,116,screening,1,-2.1773899777822656
0.37,118,screening,1,-2.1774752075740196
0.37,120,screening,1,-2.1775575898856143
0.37,122,screening,1,-2.177637265069881
0.37,124,screening,1,-2.177714364404835
0.37,126,screening,1,-2.1777890108154394
0.37,128,screening,1,-2.177861319527564
0.37,130,screening,1,-2.1779313986614506
0.37,132,screening,1,-2.1779993497711234
0.37,134,screening,1,-2.1780652683353896
0.37,136,screening,1,-2.178129244205436
0.37,138,screening,1,-2.178191362013426
0.37,140,screening,1,-2.178251701546008
0.37,142,screening,1,-2.1783103380861966
0.37,144,screening,1,-2.1783673427267187
0.37,146,screening,1,-2.1784227826575453
0.37,148,screening,1,-2.1784767214300773
0.37,150,screening,1,-2.1785292192001564
0.37,152,screening,1,-2.178580332951852
0.37,154,screening,1,-2.178630116703786
0.37,156,screening,1,-2.1786786216995546
0.37,158,screening,1,-2.1787258965836656
0.37,160,screening,1,-2.1787719875642564
0.37,162,screening,1,-2.17881693856374
0.37,164,screening,1,-2.1788607913584084
0.37,166,screening,1,-2.178903585707928
0.37,168,screening,1,-2.1789453594755743
0.37,170,screening,1,-2.1789861487399587
0.37,172,screening,1,-2.1790259878989544
0.37,174,screening,1,-2.1790649097664407
0.37,176,screening,1,-2.1791029456624424
0.37,178,screening,1,-2.1791401254971823
0.37,180,screening,1,-2.1791764778495213
0.37,182,screening,1,-2.17921203004022
0.37,184,screening,1,-2.1792468082004155
0.37,186,screening,1,-2.179280837335674
0.37,188,screening,1,-2.179314141385945
0.37,190,screening,1,-2.179346743281731
0.37,192,screening,1,-2.1793786649967335
0.37,194,screening,1,-2.1794099275972467
0.37,196,screening,1,-2.179440551288513
0.37,198,screening,1,-2.1794705554582747
0.37,200,screening,1,-2.1794999587177024
0.38,2,screening,1,-1.702442332479265
0.38,4,screening,1,-1.9265582700310522
0.38,6,screening,1,-1.9884389196267773
0.38,8,screening,1,-2.0175048956372
0.38,10,screening,1,-2.034448497952237
0.38,12,screening,1,-2.0456100755095132
0.38,14,screening,1,-2.0534349857093126
0.38,16,screening,1,-2.059195376373189
0.38,18,screening,1,-2.0636566941908767
0.38,20,screening,1,-2.0672136606106033
