delta,S,regime,n_zero_crossings,v_star
0.27,190,screening,1,-3.3129612614317048
0.27,192,screening,1,-3.312974715029266
0.27,194,screening,1,-3.3129878910283126
0.27,196,screening,1,-3.313000797932962
0.27,198,screening,1,-3.3130134439034813
0.27,200,screening,1,-3.3130258367734955
0.28,2,screening,1,-3.014693962334312
0.28,4,screening,1,-3.096070784753327
0.28,6,screening,1,-3.1210369664644944
0.28,8,screening,1,-3.133230734440106
0.28,10,screening,1,-3.14046592830994
0.28,12,screening,1,-3.145255510361041
0.28,14,screening,1,-3.148660014895058
0.28,16,screening,1,-3.151185563229062
0.28,18,screening,1,-3.153128745841125
0.28,20,screening,1,-3.1546802887783505
0.28,22,screening,1,-3.1559477461163477
0.28,24,screening,1,-3.157002593844209
0.28,26,screening,1,-3.1578941864212107
0.28,28,screening,1,-3.1586577000152687
0.28,30,screening,1,-3.1593188825292247
0.28,32,screening,1,-3.159897013965278
0.28,34,screening,1,-3.1604068172993656
0.28,36,screening,1,-3.160859729708509
0.28,38,screening,1,-3.1612647707480757
0.28,40,screening,1,-3.161629149081242
0.28,42,screening,1,-3.161958695225368
0.28,44,screening,1,-3.1622581758652712
0.28,46,screening,1,-3.1625315258979
0.28,48,screening,1,-3.1627820222799
0.28,50,screening,1,-3.1630124160231996
0.28,52,screening,1,-3.163225033639718
0.28,54,screening,1,-3.1634218559783274
0.28,56,screening,1,-3.1636045801215547
0.28,58,screening,1,-3.1637746684418877
0.28,60,screening,1,-3.163933387821507
0.28,62,screening,1,-3.164081841262113
0.28,64,screening,1,-3.164220993553553
0.28,66,screening,1,-3.16435169226444
0.28,68,screening,1,-3.164474685020088
0.28,70,screening,1,-3.16459063381194
0.28,72,screening,1,-3.164700126916928
0.28,74,screening,1,-3.1648036888799145
0.28,76,screening,1,-3.164901788916721
0.28,78,screening,1,-3.1649948480217995
0.28,80,screening,1,-3.165083245007684
0.28,82,screening,1,-3.165167321658933
0.28,84,screening,1,-3.165247387148428
0.28,86,screening,1,-3.165323721836329
0.28,88,screening,1,-3.1653965805500714
0.28,90,screening,1,-3.1654661954262666
0.28,92,screening,1,-3.1655327783812965
0.28,94,screening,1,-3.1655965232659837
0.28,96,screening,1,-3.1656576077504957
0.28,98,screening,1,-3.1657161949780668
0.28,100,screening,1,-3.1657724350199734
0.28,102,screening,1,-3.1658264661590647
0.28,104,screening,1,-3.1658784160249773
0.28,106,screening,1,-3.16592840260064
0.28,108,screening,1,-3.165976535116785
0.28,110,screening,1,-3.1660229148487393
0.28,112,screening,1,-3.1660676358277238
0.28,114,screening,1,-3.1661107854771715
0.28,116,screening,1,-3.1661524451831413
0.28,118,screening,1,-3.1661926908066373
0.28,120,screening,1,-3.166231593144633
0.28,122,screening,1,-3.166269218345691
0.28,124,screening,1,-3.1663056282853095
0.28,126,screening,1,-3.166340880905476
0.28,128,screening,1,-3.1663750305223517
0.28,130,screening,1,-3.166408128105518
0.28,132,screening,1,-3.166440221531805
0.28,134,screening,1,-3.1664713558163697
0.28,136,screening,1,-3.1665015733233495
0.28,138,screening,1,-3.1665309139581908
0.28,140,screening,1,-3.166559415343461
0.28,142,screening,1,-3.1665871129797973
0.28,144,screening,1,-3.166614040393421
0.28,146,screening,1,-3.166640229271519
0.28,148,screening,1,-3.166665709586632
0.28,150,screening,1,-3.1666905097110902
0.28,152,screening,1,-3.1667146565223927
0.28,154,screening,1,-3.166738175500376
0.28,156,screening,1,-3.1667610908169
0.28,158,screening,1,-3.1667834254187106
0.28,160,screening,1,-3.166805201104088
0.28,162,screening,1,-3.1668264385938056
0.28,164,screening,1,-3.166847157596897
0.28,166,screening,1,-3.1668673768716586
0.28,168,screening,1,-3.1668871142822996
0.28,170,screening,1,-3.1669063868515783
0.28,172,screening,1,-3.166925210809773
0.28,174,screening,1,-3.166943601640265
0.28,176,screening,1,-3.1669615741220145
0.28,178,screening,1,-3.166979142369172
0.28,180,screening,1,-3.1669963198680415
0.28,182,screening,1,-3.1670131195116094
0.28,184,screening,1,-3.167029553631817
0.28,186,screening,1,-3.167045634029749
0.28,188,screening,1,-3.167061372003896
0.28,190,screening,1,-3.167076778376628
0.28,192,screening,1,-3.1670918635190106
0.28,194,screening,1,-3.16710663737409
0.28,196,screening,1,-3.167121109478748
0.28,198,screening,1,-3.1671352889842295
0.28,200,screening,1,-3.167149184675441
0.29000000000000004,2,screening,1,-2.8590053682659735
0.29000000000000004,4,screening,1,-2.951090322608339
0.29000000000000004,6,screening,1,-2.9790644944703137
0.29000000000000004,8,screening,1,-2.9927394081873167
0.29000000000000004,10,screening,1,-3.0008292237997973
0.29000000000000004,12,screening,1,-3.0061007928783194
0.29000000000000004,14,screening,1,-3.0098479878641218
0.29000000000000004,16,screening,1,-3.01264840191486
0.29000000000000004,18,screening,1,-3.014820576509867
0.29000000000000004,20,screening,1,-3.016554578561469
0.29000000000000004,22,screening,1,-3.0179708338880835
0.29000000000000004,24,screening,1,-3.0191493446705264
0.29000000000000004,26,screening,1,-3.0201453367833744
0.29000000000000004,28,screening,1,-3.0209981615064407
0.29000000000000004,30,screening,1,-3.0217366167935924
0.29000000000000004,32,screening,1,-3.0223822626308974
0.29000000000000004,34,screening,1,-3.022951560484057
0.29000000000000004,36,screening,1,-3.023457296254654
0.29000000000000004,38,screening,1,-3.023909551880296
0.29000000000000004,40,screening,1,-3.024316384217793
0.29000000000000004,42,screening,1,-3.024684309173818
0.29000000000000004,44,screening,1,-3.0250186532881305
0.29000000000000004,46,screening,1,-3.025323813258695
0.29000000000000004,48,screening,1,-3.0256034503540885
0.29000000000000004,50,screening,1,-3.025860638006915
0.29000000000000004,52,screening,1,-3.0260979752346966
0.29000000000000004,54,screening,1,-3.0263176747758527
0.29000000000000004,56,screening,1,-3.026521632281327
0.29000000000000004,58,screening,1,-3.026711481148151
0.29000000000000004,60,screening,1,-3.026888636354758
0.29000000000000004,62,screening,1,-3.02705432978839
0.29000000000000004,64,screening,1,-3.0272096389307395
0.29000000000000004,66,screening,1,-3.0273555103143237
0.29000000000000004,68,screening,1,-3.027492778828972
0.29000000000000004,70,screening,1,-3.0276221837104282
0.29000000000000004,72,screening,1,-3.027744381857764
0.29000000000000004,74,screening,1,-3.0278599589861517
0.29000000000000004,76,screening,1,-3.027969439014647
0.29000000000000004,78,screening,1,-3.0280732920064803
0.29000000000000004,80,screening,1,-3.0281719409157124
0.29000000000000004,82,screening,1,-3.0282657673444877
0.29000000000000004,84,screening,1,-3.0283551164761078
0.29000000000000004,86,screening,1,-3.0284403013183874
0.29000000000000004,88,screening,1,-3.0285216063672165
0.29000000000000004,90,screening,1,-3.028599290780707
0.29000000000000004,92,screening,1,-3.028673591138529
0.29000000000000004,94,screening,1,-3.0287447238483476
0.29000000000000004,96,screening,1,-3.0288128872508993
0.29000000000000004,98,screening,1,-3.0288782634668485
0.29000000000000004,100,screening,1,-3.028941020021637
0.29000000000000004,102,screening,1,-3.0290013112788428
0.29000000000000004,104,screening,1,-3.0290592797078744
0.29000000000000004,106,screening,1,-3.0291150570079184
0.29000000000000004,108,screening,1,-3.0291687651067996
0.29000000000000004,110,screening,1,-3.029220517050703
0.29000000000000004,112,screening,1,-3.029270417798418
0.29000000000000004,114,screening,1,-3.029318564931849
0.29000000000000004,116,screening,1,-3.029365049292917
0.29000000000000004,118,screening,1,-3.029409955555595
0.29000000000000004,120,screening,1,-3.029453362740651
0.29000000000000004,122,screening,1,-3.0294953446796966
0.29000000000000004,124,screening,1,-3.029535970434256
0.29000000000000004,126,screening,1,-3.0295753046748755
0.29000000000000004,128,screening,1,-3.029613408024633
0.29000000000000004,130,screening,1,-3.029650337370912
0.29000000000000004,132,screening,1,-3.0296861461487756
0.29000000000000004,134,screening,1,-3.0297208845989454
0.29000000000000004,136,screening,1,-3.029754600002982
0.29000000000000004,138,screening,1,-3.0297873368979893
0.29000000000000004,140,screening,1,-3.0298191372728946
0.29000000000000004,142,screening,1,-3.029850040748117
0.29000000000000004,144,screening,1,-3.0298800847402516
0.29000000000000004,146,screening,1,-3.0299093046131955
0.29000000000000004,148,screening,1,-3.0299377338170084
0.29000000000000004,150,screening,1,-3.0299654040156527
0.29000000000000004,152,screening,1,-3.0299923452046356
0.29000000000000004,154,screening,1,-3.030018585819472
0.29000000000000004,156,screening,1,-3.030044152835801
0.29000000000000004,158,screening,1,-3.0300690718618815
0.29000000000000004,160,screening,1,-3.030093367224149
0.29000000000000004,162,screening,1,-3.030117062046428
0.29000000000000004,164,screening,1,-3.0301401783233395
0.29000000000000004,166,screening,1,-3.030162736988396
0.29000000000000004,168,screening,1,-3.030184757977232
0.29000000000000004,170,screening,1,-3.0302062602863593
0.29000000000000004,172,screening,1,-3.0302272620278283
0.29000000000000004,174,screening,1,-3.030247780480105
0.29000000000000004,176,screening,1,-3.0302678321354866
0.29000000000000004,178,screening,1,-3.030287432744306
0.29000000000000004,180,screening,1,-3.0303065973561987
0.29000000000000004,182,screening,1,-3.0303253403586337
0.29000000000000004,184,screening,1,-3.030343675512941
0.29000000000000004,186,screening,1,-3.030361615988003
0.29000000000000004,188,screening,1,-3.0303791743917983
0.29000000000000004,190,screening,1,-3.0303963628009503
0.29000000000000004,192,screening,1,-3.030413192788428
0.29000000000000004,194,screening,1,-3.0304296754495312
0.29000000000000004,196,screening,1,-3.03044582142628
0.29000000000000004,198,screening,1,-3.030461640930335
0.29000000000000004,200,screening,1,-3.0304771437645255
0.3,2,screening,1,-2.7104351252952132
0.3,4,screening,1,-2.813907766647943
0.3,6,screening,1,-2.845242187422968
0.3,8,screening,1,-2.8603262176616293
0.3,10,screening,1,-2.869211052075236
0.3,12,screening,1,-2.87508787565899
0.3,14,screening,1,-2.8792627764146075
0.3,16,screening,1,-2.8823814275337263
0.3,18,screening,1,-2.8847996062652888
0.3,20,screening,1,-2.886729454674427
0.3,22,screening,1,-2.888305313464554
0.3,24,screening,1,-2.8896163899535408
0.3,26,screening,1,-2.890724242047753
0.3,28,screening,1,-2.8916727194969276
0.3,30,screening,1,-2.8924939039021984
0.3,32,screening,1,-2.8932118081453644
0.3,34,screening,1,-2.8938447628856454
0.3,36,screening,1,-2.8944070033660823
0.3,38,screening,1,-2.8949097526121323
0.3,40,screening,1,-2.8953619781184052
0.3,42,screening,1,-2.8957709313526854
0.3,44,screening,1,-2.8961425394798788
0.3,46,screening,1,-2.8964816944691947
0.3,48,screening,1,-2.89679246963386
0.3,50,screening,1,-2.8970782840002522
0.3,52,screening,1,-2.897342028604363
0.3,54,screening,1,-2.8975861646214978
0.3,56,screening,1,-2.8978128003952106
0.3,58,screening,1,-2.8980237524757197
0.3,60,screening,1,-2.8982205944109993
0.3,62,screening,1,-2.8984046960647114
0.3,64,screening,1,-2.898577255539525
0.3,66,screening,1,-2.898739325278999
0.3,68,screening,1,-2.898891833549994
0.3,70,screening,1,-2.899035602232082
0.3,72,screening,1,-2.8991713616339707
0.3,74,screening,1,-2.8992997629009105
0.3,76,screening,1,-2.8994213884579563
0.3,78,screening,1,-2.8995367608425435
0.3,80,screening,1,-2.8996463502089074
0.3,82,screening,1,-2.899750580731673
0.3,84,screening,1,-2.8998498360924887
0.3,86,screening,1,-2.89994446419934
0.3,88,screening,1,-2.9000342340126193
0.3,90,screening,1,-2.900119170984097
0.3,92,screening,1,-2.900200407908605
0.3,94,screening,1,-2.900278181404701
0.3,96,screening,1,-2.9003527083364244
0.3,98,screening,1,-2.9004241878326846
0.3,100,screening,1,-2.9004928030639072
0.3,102,screening,1,-2.9005587228092917
0.3,104,screening,1,-2.900622102842936
0.3,106,screening,1,-2.9006830871627716
0.3,108,screening,1,-2.900741809082733
0.3,110,screening,1,-2.9007983922055907
0.3,112,screening,1,-2.9008529512913865
0.3,114,screening,1,-2.900905593034312
0.3,116,screening,1,-2.9009564167591018
0.3,118,screening,1,-2.9010055150464984
0.3,120,screening,1,-2.9010529742960793
0.3,122,screening,1,-2.9010988752336435
0.3,124,screening,1,-2.901143293369431
0.3,126,screening,1,-2.901186299412632
0.3,128,screening,1,-2.90122795964699
0.3,130,screening,1,-2.9012683362716847
0.3,132,screening,1,-2.9013074877111817
0.3,134,screening,1,-2.901345468897302
0.3,136,screening,1,-2.901382331526366
0.3,138,screening,1,-2.901418124293953
0.3,140,screening,1,-2.90145289310951
0.3,142,screening,1,-2.9014866812928046
0.3,144,screening,1,-2.9015195297539798
0.3,146,screening,1,-2.9015514771588076
0.3,148,screening,1,-2.901582560080503
0.3,150,screening,1,-2.901612813139406
0.3,152,screening,1,-2.901642269131604
0.3,154,screening,1,-2.901670959147522
0.3,156,screening,1,-2.901698912681396
0.3,158,screening,1,-2.901726157732396
0.3,160,screening,1,-2.9017527208981844
0.3,162,screening,1,-2.9017786274615163
0.3,164,screening,1,-2.9018039014705064
0.3,166,screening,1,-2.901828565813081
0.3,168,screening,1,-2.9018526422861144
0.3,170,screening,1,-2.9018761516596716
0.3,172,screening,1,-2.9018991137367713
0.3,174,screening,1,-2.901921547409017
0.3,176,screening,1,-2.9019434707084355
0.3,178,screening,1,-2.901964900855818
0.3,180,screening,1,-2.9019858543058272
0.3,182,screening,1,-2.90200634678914
0.3,184,screening,1,-2.902026393351831
0.3,186,screening,1,-2.902046008392209
0.3,188,screening,1,-2.902065205695312
0.3,190,screening,1,-2.902083998465212
0.3,192,screening,1,-2.902102399355301
0.3,194,screening,1,-2.9021204204967015
0.3,196,screening,1,-2.902138073524942
0.3,198,screening,1,-2.902155369605003
0.3,200,screening,1,-2.9021723194548716
0.31,2,screening,1,-2.568202778046684
0.31,4,screening,1,-2.683951119742143
0.31,6,screening,1,-2.718565070905273
0.31,8,screening,1,-2.735264600672391
0.31,10,screening,1,-2.7451448642208716
0.31,12,screening,1,-2.75164278526598
0.31,14,screening,1,-2.7561948785971913
0.31,16,screening,1,-2.7595951215197188
0.31,18,screening,1,-2.762231534504999
0.31,20,screening,1,-2.7643354732455987
0.31,22,screening,1,-2.7660534384947773
0.31,24,screening,1,-2.7674827080493936
0.31,26,screening,1,-2.768690406267618
0.31,28,screening,1,-2.7697243464065227
0.31,30,screening,1,-2.7706195087849617
0.31,32,screening,1,-2.771402075228868
0.31,34,screening,1,-2.77209203159928
0.31,36,screening,1,-2.7727048981868028
0.31,38,screening,1,-2.7732529108939077
0.31,40,screening,1,-2.7737458463482785
0.31,42,screening,1,-2.7741916101795714
0.31,44,screening,1,-2.7745966641468494
0.31,46,screening,1,-2.774966341368377
0.31,48,screening,1,-2.7753050824225123
0.31,50,screening,1,-2.7756166145619936
0.31,52,screening,1,-2.775904089414697
0.31,54,screening,1,-2.7761701899725932
0.31,56,screening,1,-2.7764172145737067
0.31,58,screening,1,-2.7766471434492885
0.31,60,screening,1,-2.7768616919176456
0.31,62,screening,1,-2.7770623532494794
0.31,64,screening,1,-2.7772504334710466
0.31,66,screening,1,-2.7774270798204292
0.31,68,screening,1,-2.777593304167418
0.31,70,screening,1,-2.777750002407137
0.31,72,screening,1,-2.777897970612456
0.31,74,screening,1,-2.7780379185600284
0.31,76,screening,1,-2.778170481115028
0.31,78,screening,1,-2.778296227859902
0.31,80,screening,1,-2.7784156712752055
0.31,82,screening,1,-2.7785292737203102
0.31,84,screening,1,-2.778637453414499
0.31,86,screening,1,-2.778740589581544
0.31,88,screening,1,-2.77883902689115
0.31,90,screening,1,-2.778933079306886
0.31,92,screening,1,-2.779023033431122
0.31,94,screening,1,-2.7791091514220327
0.31,96,screening,1,-2.7791916735452236
0.31,98,screening,1,-2.779270820412254
0.31,100,screening,1,-2.7793467949500226
0.31,102,screening,1,-2.7794197841379784
0.31,104,screening,1,-2.7794899605445127
0.31,106,screening,1,-2.7795574836890817
0.31,108,screening,1,-2.779622501252705
0.31,110,screening,1,-2.779685150156162
0.31,112,screening,1,-2.7797455575224634
0.31,114,screening,1,-2.7798038415378326
0.31,116,screening,1,-2.779860112223456
0.31,118,screening,1,-2.7799144721286293
0.31,120,screening,1,-2.7799670169544592
0.31,122,screening,1,-2.7800178361161256
0.31,124,screening,1,-2.7800670132506395
0.31,126,screening,1,-2.7801146266761636
0.31,128,screening,1,-2.7801607498082053
0.31,130,screening,1,-2.780205451537333
0.31,132,screening,1,-2.780248796572501
0.31,134,screening,1,-2.7802908457535804
0.31,136,screening,1,-2.780331656336278
0.31,138,screening,1,-2.7803712822522364
0.31,140,screening,1,-2.780409774346816
0.31,142,screening,1,-2.780447180596744
0.31,144,screening,1,-2.7804835463096103
0.31,146,screening,1,-2.7805189143069358
0.31,148,screening,1,-2.7805533250923844
0.31,150,screening,1,-2.780586817006492
0.31,152,screening,1,-2.7806194263691695
0.31,154,screening,1,-2.7806511876110855
0.31,156,screening,1,-2.7806821333949308
0.31,158,screening,1,-2.7807122947274547
0.31,160,screening,1,-2.7807417010630977
0.31,162,screening,1,-2.7807703803999315
0.31,164,screening,1,-2.780798359368572
0.31,166,screening,1,-2.7808256633146557
0.31,168,screening,1,-2.780852316375424
0.31,170,screening,1,-2.780878341550881
0.31,172,screening,1,-2.7809037607700016
0.31,174,screening,1,-2.7809285949523486
0.31,176,screening,1,-2.780952864065494
0.31,178,screening,1,-2.780976587178564
0.31,180,screening,1,-2.7809997825122093
0.31,182,screening,1,-2.7810224674852737
0.31,184,screening,1,-2.7810446587584234
0.31,186,screening,1,-2.7810663722749482
0.31,188,screening,1,-2.781087623298967
0.31,190,screening,1,-2.781108426451208
0.31,192,screening,1,-2.7811287957425552
0.31,194,screening,1,-2.781148744605516
0.31,196,screening,1,-2.7811682859237643
0.31,198,screening,1,-2.781187432059883
0.31,200,screening,1,-2.781206194881447
0.32,2,screening,1,-2.4317009542910184
0.32,4,screening,1,-2.560501855307532
0.32,6,screening,1,-2.5986831750773023
0.32,8,screening,1,-2.616885078488322
0.32,10,screening,1,-2.6276353487223707
0.32,12,screening,1,-2.6347371358494134
0.32,14,screening,1,-2.639777717475066
0.32,16,screening,1,-2.643540489364578
0.32,18,screening,1,-2.6464565800306374
0.32,20,screening,1,-2.6487828112765954
0.32,22,screening,1,-2.650669580114687
0.32,24,screening,1,-2.6522211173688115
0.32,26,screening,1,-2.6535320862538514
0.32,28,screening,1,-2.6546544073005616
0.32,30,screening,1,-2.6556260639012272
0.32,32,screening,1,-2.6564754843908407
0.32,34,screening,1,-2.6572243686744224
0.32,36,screening,1,-2.6578895675306913
0.32,38,screening,1,-2.6584843653838313
0.32,40,screening,1,-2.6590193763455408
0.32,42,screening,1,-2.6595031830376445
0.32,44,screening,1,-2.6599428004032575
0.32,46,screening,1,-2.6603440179992277
0.32,48,screening,1,-2.6607116563589575
0.32,50,screening,1,-2.661049761581437
0.32,52,screening,1,-2.661361754841581
0.32,54,screening,1,-2.66165054855213
0.32,56,screening,1,-2.6619186375440296
0.32,58,screening,1,-2.6621681713161505
0.32,60,screening,1,-2.662401011786301
0.32,62,screening,1,-2.66261877982806
0.32,64,screening,1,-2.6628228930542672
0.32,66,screening,1,-2.663014596709621
0.32,68,screening,1,-2.663194989095309
0.32,70,screening,1,-2.6633650426224538
0.32,72,screening,1,-2.6635256213466865
0.32,74,screening,1,-2.6636774956514397
0.32,76,screening,1,-2.6638213546065823
0.32,78,screening,1,-2.6639578164207354
0.32,80,screening,1,-2.6640874373217303
0.32,82,screening,1,-2.6642107191342337
0.32,84,screening,1,-2.6643281157722125
0.32,86,screening,1,-2.6644400388233116
0.32,88,screening,1,-2.664546862369946
0.32,90,screening,1,-2.6646489271661116
0.32,92,screening,1,-2.664746544268176
0.32,94,screening,1,-2.664839998201152
0.32,96,screening,1,-2.664929549728336
0.32,98,screening,1,-2.6650154382810882
0.32,100,screening,1,-2.665097884096449
0.32,102,screening,1,-2.665177090102754
0.32,104,screening,1,-2.665253243587246
0.32,106,screening,1,-2.665326517674539
0.32,108,screening,1,-2.665397072640491
0.32,110,screening,1,-2.6654650570824714
0.32,112,screening,1,-2.6655306089640205
0.32,114,screening,1,-2.665593856549333
0.32,116,screening,1,-2.6656549192409145
0.32,118,screening,1,-2.665713908331886
0.32,120,screening,1,-2.6657709276829404
0.32,122,screening,1,-2.665826074332594
0.32,124,screening,1,-2.6658794390482856
0.32,126,screening,1,-2.6659311068249014
0.32,128,screening,1,-2.665981157336488
0.32,130,screening,1,-2.6660296653462066
0.32,132,screening,1,-2.6660767010789512
0.32,134,screening,1,-2.6661223305605537
0.32,136,screening,1,-2.6661666159270125
0.32,138,screening,1,-2.6662096157067863
0.32,140,screening,1,-2.666251385078864
0.32,142,screening,1,-2.6662919761089836
0.32,144,screening,1,-2.6663314379661447
0.32,146,screening,1,-2.666369817121302
0.32,148,screening,1,-2.666407157529918
0.32,150,screening,1,-2.666443500799897
0.32,152,screening,1,-2.666478886346241
0.32,154,screening,1,-2.6665133515336414
0.32,156,screening,1,-2.6665469318080826
0.32,158,screening,1,-2.6665796608184387
0.32,160,screening,1,-2.666611570528941
0.32,162,screening,1,-2.6666426913233043
0.32,164,screening,1,-2.666673052101217
0.32,166,screening,1,-2.6667026803678566
0.32,168,screening,1,-2.666731602317001
0.32,170,screening,1,-2.666759842908259
0.32,172,screening,1,-2.666787425938917
0.32,174,screening,1,-2.6668143741108152
0.32,176,screening,1,-2.6668407090926656
0.32,178,screening,1,-2.6668664515781604
0.32,180,screening,1,-2.6668916213402003
0.32,182,screening,1,-2.666916237281549
0.32,184,screening,1,-2.666940317482175
0.32,186,screening,1,-2.666963879243538
0.32,188,screening,1,-2.666986939130044
0.32,190,screening,1,-2.6670095130078835
0.32,192,screening,1,-2.667031616081432
0.32,194,screening,1,-2.667053262927404
0.32,196,screening,1,-2.667074467526911
0.32,198,screening,1,-2.667095243295572
0.32,200,screening,1,-2.667115603111819
0.33,2,screening,1,-2.3004666428103975
0.33,4,screening,1,-2.44292462678365
0.33,6,screening,1,-2.4846036661958877
0.33,8,screening,1,-2.5046555334071194
0.33,10,screening,1,-2.516312058121179
0.33,12,screening,1,-2.524010684248753
0.33,14,screening,1,-2.5294738742593
0.33,16,screening,1,-2.533551532815769
0.33,18,screening,1,-2.5367112900385123
0.33,20,screening,1,-2.5392316608960273
0.33,22,screening,1,-2.5412888515689795
0.33,24,screening,1,-2.542999778595943
0.33,26,screening,1,-2.544445067921932
0.33,28,screening,1,-2.54568212000973
0.33,30,screening,1,-2.5467529102576707
0.33,32,screening,1,-2.5476888437837633
0.33,34,screening,1,-2.5485138853752924
0.33,36,screening,1,-2.5492466395311073
0.33,38,screening,1,-2.549901769693583
0.33,40,screening,1,-2.5504822527604754
0.33,42,screening,1,-2.551005586508082
0.33,44,screening,1,-2.5514811131236925
0.33,46,screening,1,-2.551915097065066
0.33,48,screening,1,-2.5523127541405515
0.33,50,screening,1,-2.5526784621136605
0.33,52,screening,1,-2.5530159225132154
0.33,54,screening,1,-2.553328286347576
0.33,56,screening,1,-2.553618252780114
0.33,58,screening,1,-2.5538881473157495
0.33,60,screening,1,-2.554139984295791
0.33,62,screening,1,-2.5543755172562084
0.33,64,screening,1,-2.5545962798128428
0.33,66,screening,1,-2.5548036190893075
0.33,68,screening,1,-2.5549987232276403
0.33,70,screening,1,-2.5551826441686587
0.33,72,screening,1,-2.555356316624501
0.33,74,screening,1,-2.555520573965763
0.33,76,screening,1,-2.5556761615931762
0.33,78,screening,1,-2.5558237482465316
0.33,80,screening,1,-2.5559639356127803
0.33,82,screening,1,-2.556097266524443
0.33,84,screening,1,-2.556224231983859
0.33,86,screening,1,-2.5563452772048953
0.33,88,screening,1,-2.5564608068287975
0.33,90,screening,1,-2.556571189442951
0.33,92,screening,1,-2.556676761508878
0.33,94,screening,1,-2.5567778307876576
0.33,96,screening,1,-2.5568746793362105
0.33,98,screening,1,-2.5569675661359006
0.33,100,screening,1,-2.557056729405033
0.33,102,screening,1,-2.5571423886387192
0.33,104,screening,1,-2.5572247464128957
0.33,106,screening,1,-2.5573039899836982
0.33,108,screening,1,-2.5573802927087814
0.33,110,screening,1,-2.5574538153132798
0.33,112,screening,1,-2.557524707019876
0.33,114,screening,1,-2.5575931065596804
0.33,116,screening,1,-2.5576591430783617
0.33,118,screening,1,-2.5577229369499457
0.33,120,screening,1,-2.5577846005090947
0.33,122,screening,1,-2.5578442387112372
0.33,124,screening,1,-2.5579019497286946
0.33,126,screening,1,-2.557957825489947
0.33,128,screening,1,-2.558011952168249
0.33,130,screening,1,-2.5580644106250774
0.33,132,screening,1,-2.5581152768131896
0.33,134,screening,1,-2.5581646221435395
0.33,136,screening,1,-2.5582125138197602
0.33,138,screening,1,-2.558259015143519
0.33,140,screening,1,-2.558304185793658
0.33,142,screening,1,-2.5583480820817113
0.33,144,screening,1,-2.5583907571860944
0.33,146,screening,1,-2.5584322613670194
0.33,148,screening,1,-2.558472642163958
0.33,150,screening,1,-2.558511944577286
0.33,152,screening,1,-2.5585502112355645
0.33,154,screening,1,-2.5585874825497705
0.33,156,screening,1,-2.55862379685565
0.33,158,screening,1,-2.558659190545234
0.33,160,screening,1,-2.5586936981884896
0.33,162,screening,1,-2.558727352645945
0.33,164,screening,1,-2.558760185173056
0.33,166,screening,1,-2.5587922255170255
0.33,168,screening,1,-2.5588235020066947
0.33,170,screening,1,-2.5588540416360854
0.33,172,screening,1,-2.5588838701421
0.33,174,screening,1,-2.55891301207686
0.33,176,screening,1,-2.558941490875107
0.33,178,screening,1,-2.558969328917054
0.33,180,screening,1,-2.5589965475870375
0.33,182,screening,1,-2.5590231673283035
0.33,184,screening,1,-2.559049207694214
0.33,186,screening,1,-2.559074687396145
0.33,188,screening,1,-2.5590996243483244
0.33,190,screening,1,-2.5591240357098353
0.33,192,screening,1,-2.5591479379239916
0.33,194,screening,1,-2.5591713467552726
0.33,196,screening,1,-2.559194277323999
0.33,198,screening,1,-2.5592167441388973
0.33,200,screening,1,-2.5592387611277165
0.34,2,screening,1,-2.1733583316605225
0.34,4,screening,1,-2.3305943201055177
0.34,6,screening,1,-2.3760895067118795
0.34,8,screening,1,-2.397919047304874
0.34,10,screening,1,-2.4105694861830926
0.34,12,screening,1,-2.4188921207565452
0.34,14,screening,1,-2.4247967125593983
0.34,16,screening,1,-2.429203003568878
0.34,18,screening,1,-2.432616905510766
0.34,20,screening,1,-2.435339661405203
0.34,22,screening,1,-2.4375618181901944
0.34,24,screening,1,-2.439409786093144
0.34,26,screening,1,-2.4409707250717125
0.34,28,screening,1,-2.4423066794464985
0.34,30,screening,1,-2.443463015467975
0.34,32,screening,1,-2.4444736718732094
0.34,34,screening,1,-2.4453645445514285
0.34,36,screening,1,-2.446155735595998
0.34,38,screening,1,-2.446863087690709
0.34,40,screening,1,-2.447499255430634
0.34,42,screening,1,-2.4480744688007414
0.34,44,screening,1,-2.44859708729096
0.34,46,screening,1,-2.449074008697877
0.34,48,screening,1,-2.4495109752079838
0.34,50,screening,1,-2.4499128056622657
0.34,52,screening,1,-2.4502784142372156
0.34,54,screening,1,-2.450615357788706
0.34,56,screening,1,-2.4509281375121597
0.34,58,screening,1,-2.4512192627072293
0.34,60,screening,1,-2.4514909068686115
0.34,62,screening,1,-2.451744962039655
0.34,64,screening,1,-2.451983082940013
0.34,66,screening,1,-2.4522067230435702
0.34,68,screening,1,-2.452417164269244
0.34,70,screening,1,-2.452615541566017
0.34,72,screening,1,-2.4528028633880026
0.34,74,screening,1,-2.452980028839391
0.34,76,screening,1,-2.4531478421044675
0.34,78,screening,1,-2.453307024651379
0.34,80,screening,1,-2.453458225600292
0.34,82,screening,1,-2.4536020305701856
0.34,84,screening,1,-2.453738969258489
0.34,86,screening,1,-2.4538695219603954
0.34,88,screening,1,-2.4539941251969313
0.34,90,screening,1,-2.454113176590777
0.34,92,screening,1,-2.454227039104582
0.34,94,screening,1,-2.454336044736944
0.34,96,screening,1,-2.454440497755316
0.34,98,screening,1,-2.4545406775321625
